{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 0.8846278648274989}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 53.619751960687516}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 29.188583209280665}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 13.13288655497617}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 4.856180715053554}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 3.720607268834774}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.4865564849574218}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 507.56110866104797}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 225.44789390930035}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 100.31310771771325}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 52.5220437488809}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 20.52150136154238}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 12.004345208684349}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 438.6614362959072}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 126.08219087078685}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 73.8664519957418}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 36.46464588104036}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 15.585404544346266}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 7.938311971392149}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 56.6014475496214}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 15.014801697196779}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 10.31490151132862}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 3.572658466793719}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 2.1741015273981255}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.1189016481778684}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 82.05419618447458}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 51.95424580445899}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 18.129888847533223}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 10.478856504630002}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 4.4904472156820745}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 2.538972445643504}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 262.1796206154983}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 107.51041139405797}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 55.924938486929115}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 27.314200626428324}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 12.651952952006399}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 6.086896053084161}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 70.31453150997072}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 36.71261296581643}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 13.539098785816492}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 6.553413531670332}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 4.700444440185183}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 2.3384061350587473}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 41.284006009484415}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 22.225017898323035}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 8.522554623037541}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 3.5120315345370345}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 2.5752352795109075}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 0.9293820375195101}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 12.138753067990102}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 5.726863942063836}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 3.8452165092593233}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.8781201212222187}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 0.5501841428495934}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 0.3701860508672692}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 36.661951980477546}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 16.60701359112815}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 9.199146470207745}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 3.5722580658183816}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 2.179747791643708}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.0603468919669243}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 59.37875454477588}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 32.822511269017156}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 11.119072525285427}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 5.802641685773416}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 2.7792587976824654}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.5264140976164582}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 182.3258819613042}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 70.21853630655576}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 32.894727448887444}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 16.120612901728983}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 7.369348297390254}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 3.96556066061225}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 136.93888941142177}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 64.62066137041779}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 25.10935104984037}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 15.808935415318972}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 6.2048348138004235}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 3.6444606994390263}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 490.9990241185705}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 155.9684334220846}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 79.58375567674344}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 44.239210588315366}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 24.636319796578952}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 9.254595377007098}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 61.222751874526416}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 26.93736497963102}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 12.231119103602111}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 5.96019194741339}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 3.5838454900741707}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.6621703734930229}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 33.42762885747875}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 12.814318193656101}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 8.194903379231004}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 4.601718376375143}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.7247442736806}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.1877672334578961}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 100.80537965567949}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 41.23941712921806}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 27.807344403533634}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 11.559222202946138}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 5.392645088172427}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 2.481341101551196}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 87.22765440318639}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 35.39080877162662}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 15.81905736527049}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 6.985953274674877}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 2.965724818726072}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.7891699840643749}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 1050.6669193314456}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 529.8072669059175}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 221.75576852176067}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 100.66343536211478}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 44.358848253965064}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 23.957071700715694}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 249.60546722996543}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 100.5395166773884}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 48.728084164631184}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 16.80189421362185}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 9.655848507269969}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 8.12624013390977}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 31.186749865316308}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 11.371167157490595}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 7.4045687539109135}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 2.895836548711091}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.5256376395577482}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 0.9769733672942029}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 65.3578969920205}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 26.01083578727878}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 11.356240698909215}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 8.791684272992123}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 2.5914068594174755}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.1818164253117165}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 50.52339425523398}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 26.029846198102703}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 14.724028669834155}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 5.214580594080337}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 2.8620778289206177}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.5852553421604019}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 37.24312275616993}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 21.24230272933097}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 8.859713008859845}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 4.417392320495972}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.8114103684110228}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.3153742560818735}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 63.594455917451064}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 24.1764352987535}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 11.524767761879358}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 7.449813913069928}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 2.659048402820399}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.1359631559131191}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 179.55956987177234}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 56.06876845183489}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 26.284432276398157}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 14.848757569996437}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 7.983070591655716}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 3.2946144721391013}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 35.37431358133877}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 15.121303310817453}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 8.25295410096438}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 4.330432233700807}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.806207849966291}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 0.9198847744024619}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 85.55113928864701}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 33.9531290634777}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 18.60778321563981}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 8.779135302338574}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 4.931630961924286}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 2.570394335735135}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 7.925682738467337}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 3.314012942981937}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.8165527468837415}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 0.8598081269798055}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 0.419093165604718}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 0.25263571068804425}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 112.11136889698301}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 75.20131746637561}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 25.53094012484006}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 11.606401085709793}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 4.420334117999841}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 2.4161308027935955}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 37.788877929545585}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 31.03261700355459}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 9.144472945575915}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 6.149317590733495}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.889783199707252}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.234742350031283}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 83.97472339714331}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 36.90947322490461}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 18.436539652629193}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 7.716839616355644}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 4.711425566439399}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.8710339511437069}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 416.52621338931954}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 119.1475579624935}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 88.05232656198032}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 42.345431853920424}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 20.2262504937804}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 9.9399078116435}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 40.63994415578809}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 19.844318194249677}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 12.073635591220519}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 4.764329174459736}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 2.282465622998577}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.095001254685141}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 43.97845109339852}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 15.838382656481643}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 7.227151928575469}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 4.101341282447653}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 2.063371582075342}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 0.7810786770392006}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 98.88689234519602}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 49.17900014005143}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 27.03706702336187}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 14.199150081362657}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 5.237591381763124}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 3.0298115683789217}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 164.52116981740176}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 62.204257823045936}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 24.96562742305741}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 15.589589578239305}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 6.947054090668197}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 3.818673694388062}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 42.18970935350714}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 20.457384796613866}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 9.187871112983537}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 4.562280289768695}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 2.9817693349616046}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.1601610693457618}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 47.388376398659915}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 21.962735021074838}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 12.102083504106153}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 7.579536401682997}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 3.5176609843437316}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.8192635374544404}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 495.9748846084388}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 283.01945291995435}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 135.61837060227376}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 59.56435696714247}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 37.37939023023222}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 16.77441216426759}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 23.381381578217585}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 10.575418372224636}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 5.964662508066668}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 2.624887575105268}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.216196217744885}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 0.5645927225906103}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 75.2634520399236}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 27.273977574759314}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 12.725675657901768}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 7.261825802524626}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 4.214463449377456}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.9824686623657413}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 201.20096794748918}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 73.17619696617037}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 37.93199689538778}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 15.364118322053697}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 8.990495059007154}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 4.871156668837748}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 48.02465763094436}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 20.584485973070812}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 8.465839055871873}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 5.816356717376151}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 2.3711450955920244}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 0.8122967234595262}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 24.940739829879707}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 14.584627869733305}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 7.212818432168419}
{'sample_size': 4040, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 4.121805899305909}
{'sample_size': 8080, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 1.615957576164376}
{'sample_size': 16160, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 0.9198325095543328}
{'sample_size': 505, 'difference': -1, 'noise': 0, 'n': 101, 'shap_error': 48.5528992096315}
{'sample_size': 1010, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 23.16039343808094}
{'sample_size': 2020, 'difference': 0, 'noise': 0, 'n': 101, 'shap_error': 10.930360591801653}
