{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.37970210746036315, 'weighted_error': 1.0045270157185424}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.3483534303107126, 'weighted_error': 1.0041532097052224}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.044058730522813574, 'weighted_error': 1.0005252656866739}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.03235052538414235, 'weighted_error': 1.0003856979637857}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.33815594134215976, 'weighted_error': 1.0308715646671374}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.10397532668809917, 'weighted_error': 1.00949237940767}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.10349321133637428, 'weighted_error': 1.0094482644791147}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.006875805208496737, 'weighted_error': 1.0006277411452145}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.006010083049059608, 'weighted_error': 1.0005486329285485}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.004228396394135409, 'weighted_error': 1.0003860003288967}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.4131512500554015, 'weighted_error': 1.0189260479392652}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.40133401716800143, 'weighted_error': 1.0053749680153594}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.22377833177313683, 'weighted_error': 1.0029970488851712}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.1155322267140442, 'weighted_error': 1.0015472932114815}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.04405859859765617, 'weighted_error': 1.00059007431431}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.03236687345861398, 'weighted_error': 1.0004334856697934}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.0750925901919668, 'weighted_error': 1.0157157831304675}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.0798224093163736, 'weighted_error': 1.0011668291735587}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.29123386479182745, 'weighted_error': 1.0042571020212159}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.21621645686611962, 'weighted_error': 1.0031606519539453}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.07972925188053641, 'weighted_error': 1.0011655123458203}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.035508769139543664, 'weighted_error': 1.000519039054248}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 2.248710387654123, 'weighted_error': 1.0209451292511382}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.6094279828115094, 'weighted_error': 1.0149906968400602}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.7227737426639586, 'weighted_error': 1.006732147611753}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.16528186600713604, 'weighted_error': 1.0015394973054437}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.06245768845629076, 'weighted_error': 1.000581770554486}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.05291074525312134, 'weighted_error': 1.0004928434503018}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.6407396885052787, 'weighted_error': 1.0120411979027406}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.7240488578489084, 'weighted_error': 1.0136066599912856}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.17434927373508308, 'weighted_error': 1.0032764580863505}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.16072328898569221, 'weighted_error': 1.0030203964145863}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.11431353961510249, 'weighted_error': 1.002148240136501}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.023965710372848847, 'weighted_error': 1.0004503718606133}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 4.1912402469536465, 'weighted_error': 1.0161965532046433}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.2538447398898531, 'weighted_error': 1.0048453407809887}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 3.743869611247727, 'weighted_error': 1.0144677743506407}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.5552749193045357, 'weighted_error': 1.002145819289796}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.24710342840351643, 'weighted_error': 1.0009548782652613}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.15164453083567458, 'weighted_error': 1.0005860171642582}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 4.566410949727219, 'weighted_error': 1.01709865980023}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.6436950391251743, 'weighted_error': 1.002410262894581}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.5531917042294502, 'weighted_error': 1.002071383729179}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.4556806322804334, 'weighted_error': 1.0054507723383102}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.2133983265001133, 'weighted_error': 1.0007990651896796}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.051160588316076915, 'weighted_error': 1.0001915676349522}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 2.2625797414305753, 'weighted_error': 1.0269752891521533}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.5336568597753006, 'weighted_error': 1.0182848177543957}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.09409732081857389, 'weighted_error': 1.0011218609578771}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.05805076960079845, 'weighted_error': 1.0006921020763646}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.1617756837464519, 'weighted_error': 1.0019287481780854}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.024681879582348243, 'weighted_error': 1.0002942632511853}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.8332298044510638, 'weighted_error': 1.0143549174277169}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.6492911729361686, 'weighted_error': 1.0050842282313164}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.19780610846634838, 'weighted_error': 1.0015489069581043}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.07953262717760837, 'weighted_error': 1.0006227904778522}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.13901409078877602, 'weighted_error': 1.0010885381436205}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.028939909500697098, 'weighted_error': 1.000226624394853}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 4.495020070674341, 'weighted_error': 1.006688594686873}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 5.0729618541354276, 'weighted_error': 1.0075487080327752}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 4.790572790185056, 'weighted_error': 1.0071285262191152}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.8338250424425553, 'weighted_error': 1.0012407565098163}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.2944278830365172, 'weighted_error': 1.001926130914193}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.5542981896078503, 'weighted_error': 1.0008248199375454}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 7.937546290404851, 'weighted_error': 1.0380256692894434}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.9651052775537771, 'weighted_error': 1.004623482402734}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.36746439929629016, 'weighted_error': 1.0017604311336188}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.2729684695733058, 'weighted_error': 1.0013077164019015}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.5262618455290919, 'weighted_error': 1.0025211482276395}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.12865649870003001, 'weighted_error': 1.0006163727539008}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 2.1439471637506116, 'weighted_error': 1.0146777332014127}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.095733080304084, 'weighted_error': 1.0075015592311745}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.4574540873803947, 'weighted_error': 1.0031317983468169}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.16600224864719149, 'weighted_error': 1.0011364868859767}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.3273505022565657, 'weighted_error': 1.0022410721579946}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.05743794181928639, 'weighted_error': 1.0003932192077165}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 6.896055164253047, 'weighted_error': 1.0160850782779003}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 5.991102423384804, 'weighted_error': 1.0139742416078332}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.9384394195135886, 'weighted_error': 1.004521431413622}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.075672049653694, 'weighted_error': 1.0025090053167447}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.2668008123960732, 'weighted_error': 1.0006223182533607}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.28916459120048593, 'weighted_error': 1.0006744761296769}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.547816011494003, 'weighted_error': 1.020251169236196}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.3882161653791159, 'weighted_error': 1.018162931273753}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.20816897849002602, 'weighted_error': 1.0027235875577718}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.14138298412815858, 'weighted_error': 1.0018498020512763}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.066351424586411, 'weighted_error': 1.000868145056991}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.08511207102690187, 'weighted_error': 1.0011136152854427}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.7738177799182676, 'weighted_error': 1.0095435168925}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.7690229848863129, 'weighted_error': 1.0094842871966467}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.47633557923698955, 'weighted_error': 1.0058746671918488}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.1479221008365398, 'weighted_error': 1.0018243160563127}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.08678610628916207, 'weighted_error': 1.0010703403676111}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.08192830194790476, 'weighted_error': 1.0010104439021348}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.4411429811958428, 'weighted_error': 1.0142915883771855}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.4988622792076529, 'weighted_error': 1.0161613060337817}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.0942976713027224, 'weighted_error': 1.003054892739256}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.0891818431753468, 'weighted_error': 1.002889117810853}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.05978342870427271, 'weighted_error': 1.0019368073051704}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.016049596085966688, 'weighted_error': 1.0005199843380101}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.96148549644271, 'weighted_error': 1.015069217344066}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.457787555969929, 'weighted_error': 1.0111994830628073}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.5370357633703051, 'weighted_error': 1.0041257976314577}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.3857168203741156, 'weighted_error': 1.0029632170979255}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.0540245334687285, 'weighted_error': 1.000414996576816}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.19962907873952532, 'weighted_error': 1.00153359756013}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 2.528067388437917, 'weighted_error': 1.0277481277299099}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.30098828911062897, 'weighted_error': 1.0033036230772978}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.1719202913580689, 'weighted_error': 1.0018869913020487}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.1839755425623728, 'weighted_error': 1.0020192795242915}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.12383592714028055, 'weighted_error': 1.0013592148877222}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.06045293517906323, 'weighted_error': 1.0006635265738242}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.795668793903514, 'weighted_error': 1.018201881058973}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.25059059462307404, 'weighted_error': 1.0057325604972125}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.3059728072797675, 'weighted_error': 1.0069996040510818}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.15286376820952513, 'weighted_error': 1.0034969068854895}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.0754558503266443, 'weighted_error': 1.0017261866914309}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.035785820435036884, 'weighted_error': 1.0008186114080506}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.050548986157669, 'weighted_error': 1.0260680427466302}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.4766882555998725, 'weighted_error': 1.0118282246523491}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.3108662864939071, 'weighted_error': 1.0077136843214898}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.052219762320648955, 'weighted_error': 1.0012957942898681}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.03517377888359752, 'weighted_error': 1.0008727928326029}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.015301896354173696, 'weighted_error': 1.0003796655561157}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 4.453677191714354, 'weighted_error': 1.021335989833857}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 2.060514851148169, 'weighted_error': 1.0098711393558464}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.7202889724508672, 'weighted_error': 1.008241142305012}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.06910471219456554, 'weighted_error': 1.000331065570145}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.07364300061898243, 'weighted_error': 1.0003527952893418}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.2252117076271066, 'weighted_error': 1.0010788653506546}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.6488180442731835, 'weighted_error': 1.0105842292871423}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.415239940476323, 'weighted_error': 1.002665574037846}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.2677541496348144, 'weighted_error': 1.008138095620615}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.4523909927111579, 'weighted_error': 1.0029040579962125}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.15712499072853395, 'weighted_error': 1.0010085878462989}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.024276076878878734, 'weighted_error': 1.000155827725901}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.7117061690613643, 'weighted_error': 1.0217421617954145}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.259213771231765, 'weighted_error': 1.0079187184558172}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.11726992091748493, 'weighted_error': 1.0035825346144394}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.11036154361504646, 'weighted_error': 1.0033714867537094}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.06806917727545164, 'weighted_error': 1.0020794873249437}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.009552098584024381, 'weighted_error': 1.000291817836239}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.2748663077129451, 'weighted_error': 1.0095563024509357}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.3304091984325033, 'weighted_error': 1.011487482264767}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.047927727000088606, 'weighted_error': 1.0016662858152157}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.04985218732651283, 'weighted_error': 1.0017332396125944}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.02626834822617099, 'weighted_error': 1.00091327401601}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.011170627665200484, 'weighted_error': 1.0003883688892048}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.814940783008182, 'weighted_error': 1.0152952298048574}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.44408820462489196, 'weighted_error': 1.003742500585342}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.4474670037428788, 'weighted_error': 1.0037709719886887}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.2613096219065489, 'weighted_error': 1.00220212177323}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.13854001317058467, 'weighted_error': 1.001167535739444}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.1330503584903761, 'weighted_error': 1.001121237816818}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 2.055375450472742, 'weighted_error': 1.0184937886997936}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 2.3129529103435873, 'weighted_error': 1.0208117921206163}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.2660592909660381, 'weighted_error': 1.002393919261879}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.47792643918185107, 'weighted_error': 1.004300525667731}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.06669818575107095, 'weighted_error': 1.000600154941497}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.056260272339656435, 'weighted_error': 1.0005062796245585}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.2762043214088374, 'weighted_error': 1.0060466968503303}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 2.2540817269873115, 'weighted_error': 1.0106799215321753}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.48005543370847814, 'weighted_error': 1.0022745078563182}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.31512650899095396, 'weighted_error': 1.0014930797110686}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.23148664836933858, 'weighted_error': 1.0010967751566886}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.13514754682211624, 'weighted_error': 1.0006403338328111}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.04566513678966122, 'weighted_error': 1.0100829324076608}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.022767723268486452, 'weighted_error': 1.005027183616226}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.027603549690930006, 'weighted_error': 1.0060950671196176}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.0035155839475942497, 'weighted_error': 1.0007762683973929}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.003058031085483818, 'weighted_error': 1.000675187205117}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.002322276368319363, 'weighted_error': 1.000512773065108}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 2.6480101625575077, 'weighted_error': 1.020735070742629}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.9531040028890297, 'weighted_error': 1.00746318307201}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.557785100684373, 'weighted_error': 1.004367674792408}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.1655310843909467, 'weighted_error': 1.00129619179}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.11037759966760852, 'weighted_error': 1.0008643087438007}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.04221910065638473, 'weighted_error': 1.000330603625215}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 12.626619764914086, 'weighted_error': 1.0284265128799381}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 4.930711784162048, 'weighted_error': 1.0111005660616368}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.69232066034762, 'weighted_error': 1.003809945035693}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.535045412449943, 'weighted_error': 1.0012045502901357}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.3777521902022365, 'weighted_error': 1.000850428617097}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.07867406685832287, 'weighted_error': 1.000177116161757}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.1762704287998165, 'weighted_error': 1.0180623338234183}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.0356657005851349, 'weighted_error': 1.0159035832580066}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.5082788721618876, 'weighted_error': 1.0078049268023463}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.051455466110216994, 'weighted_error': 1.0007901698097934}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.1424172832980973, 'weighted_error': 1.0021870308012981}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.024864603279006185, 'weighted_error': 1.0003818080725637}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.681064124532146, 'weighted_error': 1.0084772730825435}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 2.6863282415570646, 'weighted_error': 1.013546662739727}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.38318307386088357, 'weighted_error': 1.0019323101851367}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.30221464915164525, 'weighted_error': 1.0015240092594968}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.18867224830877588, 'weighted_error': 1.0009514311574208}
{'sample_size': 16000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.09519548419562882, 'weighted_error': 1.0004800317068767}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 4.300294105543699, 'weighted_error': 1.042033033098603}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.888859192341698, 'weighted_error': 1.0086880119776926}
{'sample_size': 2000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.2913259867096551, 'weighted_error': 1.0126220198297695}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.1976024474601521, 'weighted_error': 1.0019314262772852}
{'sample_size': 8000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.108850428354938, 'weighted_error': 1.0010639512997883}
