{'sample_size': 100, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 0.9439815790367353, 'weighted_error': 1.0012265205895723}
{'sample_size': 100, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 2.887709966229017, 'weighted_error': 1.003747526626077}
{'sample_size': 100, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.029203936630330295, 'weighted_error': 1.0005696753234692}
{'sample_size': 100, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 0.020339376404714858, 'weighted_error': 1.000396732301514}
{'sample_size': 100, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 0.008098058568941479, 'weighted_error': 1.0001579524826372}
{'sample_size': 100, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.014416745522748816, 'weighted_error': 1.0002811955563444}
{'sample_size': 100, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 0.07688898248458535, 'weighted_error': 1.0014996608159246}
{'sample_size': 100, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.036604085415574264, 'weighted_error': 1.0007136311858387}
{'sample_size': 100, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 0.05227344957759759, 'weighted_error': 1.0010104618076798}
{'sample_size': 100, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.05122092120652372, 'weighted_error': 1.000962445533624}
{'sample_size': 100, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.24389051689197067, 'weighted_error': 1.0042938320535688}
{'sample_size': 100, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 0.2812867092070781, 'weighted_error': 1.0049521974919546}
{'sample_size': 100, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 0.17935307843175602, 'weighted_error': 1.0031576323401148}
{'sample_size': 100, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.2488214980655155, 'weighted_error': 1.0043806029828506}
{'sample_size': 100, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 0.12355146026416122, 'weighted_error': 1.0021735863750958}
{'sample_size': 100, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.10245671483222185, 'weighted_error': 1.0017973913043121}
{'sample_size': 100, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 0.1681476851308295, 'weighted_error': 1.002799963216862}
{'sample_size': 100, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.43469980678054493, 'weighted_error': 1.0070116287872581}
{'sample_size': 100, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 1.4067563620233257e-08, 'weighted_error': 1.0000000017429775}
{'sample_size': 100, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 2.2084119904270235e-08, 'weighted_error': 1.0000000031018366}
{'sample_size': 100, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 2.0452533445296123e-06, 'weighted_error': 1.0000002790662172}
{'sample_size': 100, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 6.250306899270286e-06, 'weighted_error': 1.0000008437745018}
{'sample_size': 100, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 7.604478230912313e-05, 'weighted_error': 1.0000102879007846}
{'sample_size': 100, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.0006595074033496219, 'weighted_error': 1.0000893025624686}
{'sample_size': 100, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 0.011493082986032105, 'weighted_error': 1.0015562420014572}
{'sample_size': 100, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.058635160597587575, 'weighted_error': 1.007940127404505}
{'sample_size': 100, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 1.074963317404237, 'weighted_error': 1.003995892953564}
{'sample_size': 100, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 0.7789686298527452, 'weighted_error': 1.002895669512314}
{'sample_size': 100, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 0.6114584979800533, 'weighted_error': 1.0022729310971736}
{'sample_size': 100, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.19564094142056415, 'weighted_error': 1.0007272240898224}
{'sample_size': 100, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 0.9863761827491416, 'weighted_error': 1.0036660586999444}
{'sample_size': 100, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.8578202954171976, 'weighted_error': 1.0031866026298442}
{'sample_size': 100, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 0.2684182196892041, 'weighted_error': 1.0009444411775017}
{'sample_size': 100, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.87734767694877, 'weighted_error': 1.0030479433600599}
{'sample_size': 100, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 1.4573156191858132e-08, 'weighted_error': 1.0000000009122019}
{'sample_size': 100, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 8.80240628866099e-08, 'weighted_error': 1.000000006683689}
{'sample_size': 100, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 3.4567252137030333e-06, 'weighted_error': 1.0000003094704257}
{'sample_size': 100, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 1.027129921288122e-05, 'weighted_error': 1.000000848366022}
{'sample_size': 100, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 0.00016579752742386253, 'weighted_error': 1.0000111054290766}
{'sample_size': 100, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.0018706278793413386, 'weighted_error': 1.000178492069007}
{'sample_size': 100, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 0.04414656903042483, 'weighted_error': 1.0041716516195802}
{'sample_size': 100, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.14635369138232185, 'weighted_error': 1.0133284957342943}
{'sample_size': 100, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 1.341402031861058, 'weighted_error': 1.0069104319756714}
{'sample_size': 100, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 0.6200573344304787, 'weighted_error': 1.0031942926267137}
{'sample_size': 100, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 1.3020746176532232, 'weighted_error': 1.006707766042305}
{'sample_size': 100, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 1.2595759614987647, 'weighted_error': 1.0064888764966275}
{'sample_size': 100, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 0.6976833234484284, 'weighted_error': 1.00359408154753}
{'sample_size': 100, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 3.5699426078476364, 'weighted_error': 1.0183906948159476}
{'sample_size': 100, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 1.428820477839422, 'weighted_error': 1.0073507651051148}
{'sample_size': 100, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 1.3926851510926987, 'weighted_error': 1.0071349503903586}
{'sample_size': 100, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.2929514446757952, 'weighted_error': 1.0088908618040113}
{'sample_size': 100, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 0.5647513232640506, 'weighted_error': 1.0171400297721491}
{'sample_size': 100, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 0.27371363936387416, 'weighted_error': 1.008307111881141}
{'sample_size': 100, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.4177901288275687, 'weighted_error': 1.0126797307603352}
{'sample_size': 100, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 0.12953822959856592, 'weighted_error': 1.0039312632334754}
{'sample_size': 100, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.3966314844428626, 'weighted_error': 1.0120371153866798}
{'sample_size': 100, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 1.0688921090338064, 'weighted_error': 1.0324271318286509}
{'sample_size': 100, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.31168895042600975, 'weighted_error': 1.009407609398627}
{'sample_size': 100, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 1.9351703737230106, 'weighted_error': 1.005456731893555}
{'sample_size': 100, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 2.6475793712337876, 'weighted_error': 1.007465524028192}
{'sample_size': 100, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 4.740846703371892, 'weighted_error': 1.0133680908831724}
{'sample_size': 100, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 2.941839318781742, 'weighted_error': 1.0082952711514892}
{'sample_size': 100, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 3.6199847974116315, 'weighted_error': 1.0102072899011436}
{'sample_size': 100, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 2.3524341355095855, 'weighted_error': 1.0066325252337167}
{'sample_size': 100, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 2.2882872604185227, 'weighted_error': 1.0064329418207671}
{'sample_size': 100, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 1.7084274478308632, 'weighted_error': 1.0047394448473106}
{'sample_size': 100, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.4581052553932864, 'weighted_error': 1.0114938085955305}
{'sample_size': 100, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 2.0634203784728533, 'weighted_error': 1.0517708676985638}
{'sample_size': 100, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 0.22729215853831675, 'weighted_error': 1.0057027246621695}
{'sample_size': 100, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 1.4244644709140535, 'weighted_error': 1.0357394720260469}
{'sample_size': 100, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 0.7196600070626579, 'weighted_error': 1.0180559569425867}
{'sample_size': 100, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.8607730724245691, 'weighted_error': 1.0215960567412359}
{'sample_size': 100, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 2.138473886212909, 'weighted_error': 1.0536408914302506}
{'sample_size': 100, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 2.2095055952877702, 'weighted_error': 1.0553832296552983}
{'sample_size': 100, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 3.921143042649249e-08, 'weighted_error': 1.0000000015673922}
{'sample_size': 100, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 1.37496904154504e-07, 'weighted_error': 1.0000000052724451}
{'sample_size': 100, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 3.04796406950615e-06, 'weighted_error': 1.0000001128536857}
{'sample_size': 100, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 1.0531487626646614e-05, 'weighted_error': 1.0000003604476477}
{'sample_size': 100, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 0.0002775137925003364, 'weighted_error': 1.0000097937226387}
{'sample_size': 100, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.0013700791399271798, 'weighted_error': 1.00005327995243}
{'sample_size': 100, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 0.02769654399523407, 'weighted_error': 1.0009768923831486}
{'sample_size': 100, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.16468799959705765, 'weighted_error': 1.0068281553921676}
{'sample_size': 100, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.11833283217065615, 'weighted_error': 1.002728387487825}
{'sample_size': 100, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 0.04793604147315704, 'weighted_error': 1.001105288143206}
{'sample_size': 100, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 0.20860692557608623, 'weighted_error': 1.0048098399669796}
{'sample_size': 100, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.2320562762786838, 'weighted_error': 1.0053506026906365}
{'sample_size': 100, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 0.26064373406460983, 'weighted_error': 1.0060085537193804}
{'sample_size': 100, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.1393893925025083, 'weighted_error': 1.0032097794794577}
{'sample_size': 100, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 0.07769303991934795, 'weighted_error': 1.0016881684094574}
{'sample_size': 100, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.2491565165300284, 'weighted_error': 1.0053319394537807}
{'sample_size': 100, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.09367902414108188, 'weighted_error': 1.0064686479320621}
{'sample_size': 100, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 0.11588901988532112, 'weighted_error': 1.0080021108080996}
{'sample_size': 100, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 0.06389036605233286, 'weighted_error': 1.0044115092637844}
{'sample_size': 100, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.09103185167760112, 'weighted_error': 1.0062857586126348}
{'sample_size': 100, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 0.07685583210321908, 'weighted_error': 1.0053058322971276}
{'sample_size': 100, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.13582600284520102, 'weighted_error': 1.0093745259974605}
{'sample_size': 100, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 0.16996782511523173, 'weighted_error': 1.0116271965676862}
{'sample_size': 100, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.21348670815021484, 'weighted_error': 1.014304252569464}
{'sample_size': 100, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0026257749464483732, 'weighted_error': 1.0002312070459258}
{'sample_size': 100, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 0.0029544002307121692, 'weighted_error': 1.0002601838693344}
{'sample_size': 100, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 0.0016713915129639267, 'weighted_error': 1.0001470468177915}
{'sample_size': 100, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.0014089223481137181, 'weighted_error': 1.0001234997017157}
{'sample_size': 100, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 0.007195480051239317, 'weighted_error': 1.0006192521885233}
{'sample_size': 100, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.008040977909132763, 'weighted_error': 1.0006507045426067}
{'sample_size': 100, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 0.07341668000509621, 'weighted_error': 1.0050321957645243}
{'sample_size': 100, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.22323093327192017, 'weighted_error': 1.0139268271301867}
{'sample_size': 100, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0104540562281182, 'weighted_error': 1.0003181799612788}
{'sample_size': 100, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 0.01632051124290802, 'weighted_error': 1.0004967120206252}
{'sample_size': 100, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 0.014757655720010518, 'weighted_error': 1.0004491364346586}
{'sample_size': 100, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.012488568186013804, 'weighted_error': 1.0003800690915077}
{'sample_size': 100, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 0.03957281707483208, 'weighted_error': 1.0012042040100182}
{'sample_size': 100, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.057720904032486385, 'weighted_error': 1.0017561114379692}
{'sample_size': 100, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 0.03797017933297174, 'weighted_error': 1.0011410109764765}
{'sample_size': 100, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.09954022068643734, 'weighted_error': 1.0029711478354117}
{'sample_size': 100, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.042540443083394094, 'weighted_error': 1.0020343239880807}
{'sample_size': 100, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 0.02121375220966438, 'weighted_error': 1.0010145090757814}
{'sample_size': 100, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 0.013160829529564799, 'weighted_error': 1.00062938639377}
{'sample_size': 100, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.034782394035721885, 'weighted_error': 1.0016633685489544}
{'sample_size': 100, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 0.014906525377485488, 'weighted_error': 1.0007125155407843}
{'sample_size': 100, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.01825660851814528, 'weighted_error': 1.0008717377574359}
{'sample_size': 100, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 0.05407379624792258, 'weighted_error': 1.0025528310439065}
{'sample_size': 100, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.12364662697814108, 'weighted_error': 1.0057805117624643}
{'sample_size': 100, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.38442433834452416, 'weighted_error': 1.0088287090975052}
{'sample_size': 100, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 0.10101083658389065, 'weighted_error': 1.002319820778771}
{'sample_size': 100, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 0.18511267055300995, 'weighted_error': 1.0042513018603232}
{'sample_size': 100, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.14243828061240743, 'weighted_error': 1.0032712538797899}
{'sample_size': 100, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 0.8641339680082473, 'weighted_error': 1.0198456792354125}
{'sample_size': 100, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.18908034688118952, 'weighted_error': 1.0043417253324067}
{'sample_size': 100, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 0.1821656888054568, 'weighted_error': 1.0041650249345047}
{'sample_size': 100, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.251628108968421, 'weighted_error': 1.0057042877697207}
{'sample_size': 100, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.18240027521360744, 'weighted_error': 1.0022400090375125}
{'sample_size': 100, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 0.34203056600844717, 'weighted_error': 1.0042003208977597}
{'sample_size': 100, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 0.23096066685772437, 'weighted_error': 1.002836347410901}
{'sample_size': 100, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.45520199399366534, 'weighted_error': 1.0055899740977305}
{'sample_size': 100, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 0.17323660755594278, 'weighted_error': 1.0021271028217842}
{'sample_size': 100, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.24095439688096118, 'weighted_error': 1.0029577598005381}
{'sample_size': 100, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 0.19252408573777716, 'weighted_error': 1.0023350250862986}
{'sample_size': 100, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.29122194943893465, 'weighted_error': 1.0034590008932378}
{'sample_size': 100, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.5922563556416047, 'weighted_error': 1.0024840490145202}
{'sample_size': 100, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 0.7114264052342093, 'weighted_error': 1.0029838801041067}
{'sample_size': 100, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 0.7166325218546006, 'weighted_error': 1.0030057265196959}
{'sample_size': 100, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.22330025426874683, 'weighted_error': 1.000936565608226}
{'sample_size': 100, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 0.23202301037522127, 'weighted_error': 1.0009730993444748}
{'sample_size': 100, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.4322210198258333, 'weighted_error': 1.0018125427561868}
{'sample_size': 100, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 0.189026254335253, 'weighted_error': 1.0007868113422997}
{'sample_size': 100, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.4207536000094992, 'weighted_error': 1.001740753368234}
{'sample_size': 100, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.1430506624133744, 'weighted_error': 1.0060837137760834}
{'sample_size': 100, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 0.22133011158237692, 'weighted_error': 1.0094127936575412}
{'sample_size': 100, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 0.17261807086524833, 'weighted_error': 1.007341151318033}
{'sample_size': 100, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.0474866649622874, 'weighted_error': 1.0020191978765425}
{'sample_size': 100, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 0.17360344778583386, 'weighted_error': 1.0073753097147216}
{'sample_size': 100, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.10345761455543272, 'weighted_error': 1.004368826847363}
{'sample_size': 100, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 0.39466613403301987, 'weighted_error': 1.0160054845028264}
{'sample_size': 100, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.25480017461580995, 'weighted_error': 1.0077208140673215}
{'sample_size': 100, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.31320460565279, 'weighted_error': 1.015286172509508}
{'sample_size': 100, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 0.6362080593014999, 'weighted_error': 1.031050275858932}
{'sample_size': 100, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 0.6017623538217205, 'weighted_error': 1.0293691145752928}
{'sample_size': 100, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.6955991672907621, 'weighted_error': 1.0339486957045767}
{'sample_size': 100, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 0.5073677948198756, 'weighted_error': 1.0247623759524942}
{'sample_size': 100, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.48998032468943825, 'weighted_error': 1.023913851569771}
{'sample_size': 100, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 1.1972955049267386, 'weighted_error': 1.0584340339357086}
{'sample_size': 100, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.3032892764581809, 'weighted_error': 1.0148018170436304}
{'sample_size': 100, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.1503975751882956, 'weighted_error': 1.0017931179812751}
{'sample_size': 100, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 0.2820231061652546, 'weighted_error': 1.0033623381327763}
{'sample_size': 100, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 0.3628466373701746, 'weighted_error': 1.0043259540333307}
{'sample_size': 100, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.182576529021419, 'weighted_error': 1.002176626920929}
{'sample_size': 100, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 0.5883458025230135, 'weighted_error': 1.0070122215010604}
{'sample_size': 100, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.10839741996195904, 'weighted_error': 1.0012833819052693}
{'sample_size': 100, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 0.36164046889929263, 'weighted_error': 1.0040873114675886}
{'sample_size': 100, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.6140352954101977, 'weighted_error': 1.006423670041708}
{'sample_size': 100, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.6639632086116091, 'weighted_error': 1.060615488720196}
{'sample_size': 100, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 0.2019835594705472, 'weighted_error': 1.0184394214643386}
{'sample_size': 100, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 0.17263467028269885, 'weighted_error': 1.0157604936380653}
{'sample_size': 100, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.5864201674858597, 'weighted_error': 1.0535368864140429}
{'sample_size': 100, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 0.2520385293795023, 'weighted_error': 1.023009347473162}
{'sample_size': 100, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.12751078672778932, 'weighted_error': 1.0116405655471041}
{'sample_size': 100, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 0.5227766108633902, 'weighted_error': 1.0477065684139948}
{'sample_size': 100, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.3003205383965738, 'weighted_error': 1.0273387785985697}
{'sample_size': 100, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 1.4545814993432145, 'weighted_error': 1.0194808509076543}
{'sample_size': 100, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 2.226698850493059, 'weighted_error': 1.0298218290415388}
{'sample_size': 100, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 1.815122381333604, 'weighted_error': 1.0243095350581368}
{'sample_size': 100, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.5620923190743675, 'weighted_error': 1.0075278304743245}
{'sample_size': 100, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 3.607672092684619, 'weighted_error': 1.0483131273919482}
{'sample_size': 100, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 2.690345248887506, 'weighted_error': 1.036016672752146}
{'sample_size': 100, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 2.8027532169563907, 'weighted_error': 1.0371733690145517}
{'sample_size': 100, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 2.4834560017158784, 'weighted_error': 1.0318073922313304}
{'sample_size': 100, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.9474088025116867, 'weighted_error': 1.0138492959584124}
{'sample_size': 100, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 0.2724779518171727, 'weighted_error': 1.0039831272280026}
{'sample_size': 100, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 0.7989312729172395, 'weighted_error': 1.011678543050297}
{'sample_size': 100, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.7702385427644807, 'weighted_error': 1.0112594306615985}
{'sample_size': 100, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 0.6802631456030472, 'weighted_error': 1.0099438534217111}
{'sample_size': 100, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.3247565346123118, 'weighted_error': 1.004747033060479}
{'sample_size': 100, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 0.4338873155091501, 'weighted_error': 1.0063375913902985}
{'sample_size': 100, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.6902601675505775, 'weighted_error': 1.0100704379177166}
{'sample_size': 100, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 1.1871065128066488e-07, 'weighted_error': 1.0000000008082104}
{'sample_size': 100, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 3.7833235469901933e-07, 'weighted_error': 1.0000000023865128}
{'sample_size': 100, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 7.427233328054683e-06, 'weighted_error': 1.0000000416094321}
