{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.019525052680329127, 'weighted_error': 1.0006788158634847}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.0067085833291944215, 'weighted_error': 1.0002332432991106}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.0016318187850774715, 'weighted_error': 1.0000567220611887}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 3.47634028724647, 'weighted_error': 1.0292965597591557}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.3699459315157176, 'weighted_error': 1.0115450681889653}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.5615834939423479, 'weighted_error': 1.013160035222337}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.13615295552822387, 'weighted_error': 1.001147423622226}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.19677594693657854, 'weighted_error': 1.0016583244179673}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.06969375959593921, 'weighted_error': 1.0005873386068216}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.848856027015141, 'weighted_error': 1.0166358515774734}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 2.171669579289767, 'weighted_error': 1.0195406148505968}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.5671834395617396, 'weighted_error': 1.005103349301832}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.33199609942227826, 'weighted_error': 1.0029871732641558}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.4328805739448217, 'weighted_error': 1.00389515443632}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.17022924806309223, 'weighted_error': 1.0015316703196238}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 16.26846443116231, 'weighted_error': 1.0770802459086486}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 12.306457573351784, 'weighted_error': 1.0583081517032913}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.0892592866053001, 'weighted_error': 1.0051609071246932}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.8545091561975052, 'weighted_error': 1.0040486575789593}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.1950843967468686, 'weighted_error': 1.0009243097081642}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.19096797077894706, 'weighted_error': 1.0009048015059783}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.01021748603481037, 'weighted_error': 1.002256068960594}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.007505817686340226, 'weighted_error': 1.0016573658356374}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.013230758684466614, 'weighted_error': 1.0029213964237427}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.003834806474581838, 'weighted_error': 1.0008467207921334}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.001541762345752495, 'weighted_error': 1.0003404442898347}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.0008945774627880647, 'weighted_error': 1.000197526422957}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 5.091648527176955, 'weighted_error': 1.0398699163151055}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 2.9912129409637767, 'weighted_error': 1.023422639559039}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.0668581058956401, 'weighted_error': 1.0083539574437137}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.5365818589713359, 'weighted_error': 1.0042016567560783}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.26042662560609625, 'weighted_error': 1.002039290608254}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.09743638338378882, 'weighted_error': 1.0007629873122559}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.3189440629416687, 'weighted_error': 1.00296934836446}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.19127187348241176, 'weighted_error': 1.0004306082399308}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.29712632504191155, 'weighted_error': 1.0006689276099758}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.4902135505088402, 'weighted_error': 1.0011036070508201}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.13945374833518973, 'weighted_error': 1.0003139505699734}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.025189038500182816, 'weighted_error': 1.000056707343398}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 2.8570647859339777, 'weighted_error': 1.0438720647376611}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.8576576876914993, 'weighted_error': 1.0131699753966366}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.4692302909762823, 'weighted_error': 1.007205515643828}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.07743601332475428, 'weighted_error': 1.0011891414216725}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.026487688594436808, 'weighted_error': 1.0004067432404091}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.03322565340394693, 'weighted_error': 1.0005102370590535}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 3.2361990145871418, 'weighted_error': 1.0163196325727386}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.8998147578430478, 'weighted_error': 1.0045376297997028}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.4293333580045975, 'weighted_error': 1.0072078806202631}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.804745630065905, 'weighted_error': 1.009100975594606}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.3884038127525884, 'weighted_error': 1.0019586518986752}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.1267144535264971, 'weighted_error': 1.00063897931674}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.06469806060785306, 'weighted_error': 1.0006324115979561}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.10334856108015436, 'weighted_error': 1.0010101960193059}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.04683731662651726, 'weighted_error': 1.0004578059347689}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.00579293804507155, 'weighted_error': 1.0000566181652828}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.003934062834482102, 'weighted_error': 1.0000384532158666}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.003893784017780247, 'weighted_error': 1.0000380563594609}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 3.2801451831610025, 'weighted_error': 1.016261676539749}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.2805190433501723, 'weighted_error': 1.0063484239204044}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.3137379360838242, 'weighted_error': 1.0015554356287921}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.5834826452312696, 'weighted_error': 1.0028926962881097}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.1685128442774077, 'weighted_error': 1.0008354163982076}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.036158380524440495, 'weighted_error': 1.0001792534916787}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 4.021942678818054, 'weighted_error': 1.0720141295978278}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.0059952383433841, 'weighted_error': 1.0180126809613772}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.21989151905983068, 'weighted_error': 1.003937249567685}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.3249383364786954, 'weighted_error': 1.0058181189906057}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.13687599555898955, 'weighted_error': 1.0024507659121118}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.03818891228681509, 'weighted_error': 1.0006837930454242}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.19209913251183358, 'weighted_error': 1.0067555890737925}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.23737250644731178, 'weighted_error': 1.0083478268206099}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.04024934192167413, 'weighted_error': 1.0014154422334842}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.013981863626082988, 'weighted_error': 1.0004916817814253}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.020336519437921623, 'weighted_error': 1.0007151768494729}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.003299851647037586, 'weighted_error': 1.0001160441087498}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 7.611818162534243, 'weighted_error': 1.028894716293763}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.7013786044762782, 'weighted_error': 1.0064583334645245}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.8329162634168231, 'weighted_error': 1.0031618294407958}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.3164502526262384, 'weighted_error': 1.0012012824712297}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.16558186007770273, 'weighted_error': 1.0006285518308922}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.09130238046297832, 'weighted_error': 1.0003466096626337}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 4.688400935204318, 'weighted_error': 1.033845669125768}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.192370838232046, 'weighted_error': 1.008607802526781}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.1108227109058864, 'weighted_error': 1.0080190447661603}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.4720432863243299, 'weighted_error': 1.003407678719239}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.14741198666644967, 'weighted_error': 1.0010641384985812}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.36744437769755794, 'weighted_error': 1.0026525764062515}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 5.749615403733867e-11, 'weighted_error': 1.0000000000000562}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 3.521950424642147e-11, 'weighted_error': 0.9999999999994468}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 3.335753742633783e-11, 'weighted_error': 0.9999999999991942}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 2.4307603921100047e-11, 'weighted_error': 0.9999999999990205}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 2.577107546862998e-11, 'weighted_error': 0.9999999999990606}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 2.2782571157776855e-11, 'weighted_error': 0.9999999999990352}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 4.2229446518701845, 'weighted_error': 1.0125219035927147}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.3737859067498902, 'weighted_error': 1.0011083307073247}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.2579134544145664, 'weighted_error': 1.0007647672248654}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.1263062273197988, 'weighted_error': 1.0003745070843655}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.03270212612863989, 'weighted_error': 1.0000969654609018}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.05947943326476405, 'weighted_error': 1.000176371035874}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.1524123759936507, 'weighted_error': 1.006481743414005}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.06752108781862548, 'weighted_error': 1.0028715354062263}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.05923847054612803, 'weighted_error': 1.0025192969985974}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.030465521663655615, 'weighted_error': 1.0012956361526242}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.019649533632882247, 'weighted_error': 1.0008356665105533}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.005281218884895833, 'weighted_error': 1.00022458514717}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.7467376233442906, 'weighted_error': 1.01465850108454}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.5377153093843923, 'weighted_error': 1.0045124029655323}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.5488105934338783, 'weighted_error': 1.0046057103670971}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.15191328357249115, 'weighted_error': 1.001274799682883}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.12844098770255524, 'weighted_error': 1.0010779108215198}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.12103267666556645, 'weighted_error': 1.0010157074095865}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.22474593531498238, 'weighted_error': 1.0069594511245465}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.47356561214739046, 'weighted_error': 1.014664286829795}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.08558344251268722, 'weighted_error': 1.002650154528319}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.027105154915502378, 'weighted_error': 1.000839317197309}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.014596587961305122, 'weighted_error': 1.0004519856946728}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.005923328675418908, 'weighted_error': 1.0001834162370853}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 2.290221537019712, 'weighted_error': 1.0241684583859685}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 4.206592975158711, 'weighted_error': 1.0443917807814935}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.7263534693375756, 'weighted_error': 1.0076650685016597}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.2889752235793154, 'weighted_error': 1.0030495442595477}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.2908160738260953, 'weighted_error': 1.0030689740774328}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.11832761485036236, 'weighted_error': 1.00124869347575}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.2419008855954214, 'weighted_error': 1.036562337140161}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.41090414713406254, 'weighted_error': 1.0120971253996944}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.41133839989571597, 'weighted_error': 1.0121101629334093}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.12638345592922648, 'weighted_error': 1.0037208222909544}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.08356763653444105, 'weighted_error': 1.002460367282047}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.028514866932740735, 'weighted_error': 1.0008395123636364}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 2.726901441800202, 'weighted_error': 1.0103762172088517}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 2.2466498321834676, 'weighted_error': 1.00854888359587}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.3718571961126002, 'weighted_error': 1.0014149757292476}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.2673667649097963, 'weighted_error': 1.001017388113269}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.1423739276977539, 'weighted_error': 1.0005417392658795}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.0504455301098732, 'weighted_error': 1.0001919610486885}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 8.606188469748696, 'weighted_error': 1.0907764796146564}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 2.5537957097722748, 'weighted_error': 1.0269368009588045}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 2.062945037183641, 'weighted_error': 1.0217596124836066}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.33060731371341834, 'weighted_error': 1.0034871528300724}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.1909443295059843, 'weighted_error': 1.0020140467618104}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.09489335475051391, 'weighted_error': 1.0010009039494918}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.36224725934653346, 'weighted_error': 1.003257570264923}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.46680400691326557, 'weighted_error': 1.004197844448883}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.3121944107497869, 'weighted_error': 1.0028074806302005}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.05459565746341212, 'weighted_error': 1.000490960710158}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.05264373648745835, 'weighted_error': 1.000473400972146}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.017473022847216895, 'weighted_error': 1.0001571291129316}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 5.424172574740719e-11, 'weighted_error': 1.0000000000000628}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 3.483886404902748e-11, 'weighted_error': 0.9999999999994119}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 3.287765780557982e-11, 'weighted_error': 0.9999999999991918}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 2.230419230901553e-11, 'weighted_error': 0.9999999999990045}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.5642701976974555e-11, 'weighted_error': 0.9999999999990407}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 2.1245536225263724e-11, 'weighted_error': 0.999999999999006}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.7374005981413868, 'weighted_error': 1.0138744899518395}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.25840782422160036, 'weighted_error': 1.0048620223589841}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.2174559908817122, 'weighted_error': 1.0040915342902588}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.1791946160252461, 'weighted_error': 1.0033716029635393}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.12832025389712168, 'weighted_error': 1.002414381518579}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.0547804971054587, 'weighted_error': 1.0010307356762753}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.0205053822461791, 'weighted_error': 1.0486127393221283}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.3551316411459151, 'weighted_error': 1.0169171204186935}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.13935238185783155, 'weighted_error': 1.0066381487458291}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.07047770913330545, 'weighted_error': 1.0033572680315597}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.019190828159935093, 'weighted_error': 1.0009141690768855}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.009672577235835275, 'weighted_error': 1.0004607916529034}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.6243308744038625, 'weighted_error': 1.0248373137388163}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.38973210203037706, 'weighted_error': 1.0059593072019337}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.18925382029387403, 'weighted_error': 1.0028938502384723}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.22774657474384857, 'weighted_error': 1.0034824180536353}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.0528805580602147, 'weighted_error': 1.000808594282577}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.022316798106560638, 'weighted_error': 1.0003412606795474}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 12.935391822278854, 'weighted_error': 1.1419789527000865}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.586940039589837, 'weighted_error': 1.017418225832202}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.4551305570154863, 'weighted_error': 1.0049954605287625}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.12454962144189594, 'weighted_error': 1.0013670718327459}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.2339334162314663, 'weighted_error': 1.002567638320269}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.1521470990357033, 'weighted_error': 1.001669985404503}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.6844779890499697, 'weighted_error': 1.0151479704903321}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.1474434274308966, 'weighted_error': 1.0013259081816774}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.1993607686723114, 'weighted_error': 1.0017927711029568}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.1310827248483727, 'weighted_error': 1.0011788232659888}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.025864761828996774, 'weighted_error': 1.0002325894956337}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.02232368927071695, 'weighted_error': 1.0002007583416632}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 4.617332905377483, 'weighted_error': 1.0487026966189268}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 2.276448046912234, 'weighted_error': 1.0240115494929032}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.3425508386274482, 'weighted_error': 1.0036131655082365}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.6456460104080962, 'weighted_error': 1.006810160879385}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.14424880648525323, 'weighted_error': 1.0015215247021987}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.16769255841071823, 'weighted_error': 1.001768777211506}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 4.572569442828375, 'weighted_error': 1.0703782717912547}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.8517648065028123, 'weighted_error': 1.0131097035726297}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.3459526315581555, 'weighted_error': 1.0053244646414312}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.11773374903087737, 'weighted_error': 1.00181208006496}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.018825780540688845, 'weighted_error': 1.00028975963744}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.053576689211051895, 'weighted_error': 1.0008245475610291}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.7709892771704616e-11, 'weighted_error': 0.9999999999991591}
{'sample_size': 100, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.8161186530956674e-11, 'weighted_error': 0.9999999999990026}
{'sample_size': 200, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.6184703430921588e-11, 'weighted_error': 0.9999999999986071}
{'sample_size': 400, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.4463275506347504e-11, 'weighted_error': 0.999999999998564}
{'sample_size': 800, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.2908232349542097e-11, 'weighted_error': 0.9999999999985388}
{'sample_size': 1600, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 1.4316502231864664e-11, 'weighted_error': 0.9999999999985233}
{'sample_size': 50, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.0944199303479717, 'weighted_error': 1.006256092272799}
