{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 2.454426814025201e-06, 'weighted_error': 1.0000979990943164}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 7.490634884293964e-07, 'weighted_error': 1.0000299038612597}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 9.345582875798924e-07, 'weighted_error': 1.0000373216882639}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0013629690884301134, 'weighted_error': 1.0285388298293756}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0005997673632598991, 'weighted_error': 1.0125583866462424}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00013156139573685302, 'weighted_error': 1.002754839692624}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 5.832718523739611e-05, 'weighted_error': 1.0012212397650921}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 5.546227867284287e-05, 'weighted_error': 1.0011612981914684}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 1.600507907888988e-05, 'weighted_error': 1.0003351466497723}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00024959835694977016, 'weighted_error': 1.008906618614691}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 6.045041998300868e-05, 'weighted_error': 1.002157123150474}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 9.276370906518197e-06, 'weighted_error': 1.000331022377663}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 4.3155519929048634e-06, 'weighted_error': 1.0001540023461655}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 8.173284426988073e-06, 'weighted_error': 1.000291658997085}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 3.57252331377913e-06, 'weighted_error': 1.0001274837844614}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 1.1069833965020551e-06, 'weighted_error': 1.0000270619945248}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 5.130073247626712e-07, 'weighted_error': 1.0000125432988067}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 3.229575625358299e-07, 'weighted_error': 1.0000078959882375}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 5.314324516428822e-08, 'weighted_error': 1.0000012993195337}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 1.2038820290065264e-07, 'weighted_error': 1.000002943388639}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 7.881108932809421e-08, 'weighted_error': 1.0000019268894915}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0008658758945429437, 'weighted_error': 1.0077419754318795}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00024460020221401244, 'weighted_error': 1.0021870496462448}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00020575267014703632, 'weighted_error': 1.0018396838034072}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 1.526741204510384e-05, 'weighted_error': 1.0001365070897754}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 1.9964441370810757e-05, 'weighted_error': 1.0001785115915947}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 1.7609375422431017e-05, 'weighted_error': 1.0001574472010275}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0011182895014868746, 'weighted_error': 1.008312070168322}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0012409558699959368, 'weighted_error': 1.0092236490558688}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0005945719478239119, 'weighted_error': 1.0044193771697028}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00034110236287221446, 'weighted_error': 1.0025353282837912}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 3.932196602080817e-05, 'weighted_error': 1.0002922761693724}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 8.413853739191353e-05, 'weighted_error': 1.0006254638624437}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.02625847815855009, 'weighted_error': 1.0386321030589134}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.002227285065576877, 'weighted_error': 1.003276835453262}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.001807379858527326, 'weighted_error': 1.0026590661262094}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0013397252743803812, 'weighted_error': 1.0019710441564036}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00014055358375953005, 'weighted_error': 1.000206781772712}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0002032299785705365, 'weighted_error': 1.0002990006459687}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 5.990833510193271e-06, 'weighted_error': 1.012958152568599}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 1.3628586351212966e-05, 'weighted_error': 1.0294776943772876}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 4.2964213594730215e-06, 'weighted_error': 1.0092939718587077}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 1.7698920733736192e-06, 'weighted_error': 1.0038288457574445}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 1.753507546998856e-07, 'weighted_error': 1.0003793150628573}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 4.489273542671116e-07, 'weighted_error': 1.000971046647333}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0011423159795483288, 'weighted_error': 1.011817759819332}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00012321656077827394, 'weighted_error': 1.0012747318928958}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00025182601070992223, 'weighted_error': 1.0026051745195261}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 4.136883520158296e-05, 'weighted_error': 1.0004279709836381}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 2.3532341233821165e-05, 'weighted_error': 1.0002434469299026}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 4.855090851621067e-06, 'weighted_error': 1.000050221904706}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0024025546010100116, 'weighted_error': 1.0080702858498192}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.004343271179916796, 'weighted_error': 1.0145892100329723}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0014323494484283282, 'weighted_error': 1.004811295468547}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0004411745490224538, 'weighted_error': 1.0014819391689056}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00019764206422159353, 'weighted_error': 1.00066388413357}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 8.263117538131622e-05, 'weighted_error': 1.0002775498059997}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0017259897702660138, 'weighted_error': 1.0049485726401386}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0009570806495284447, 'weighted_error': 1.002744040865874}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00015510346681694312, 'weighted_error': 1.0004446967716198}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 5.782213962882813e-05, 'weighted_error': 1.0001657810445401}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 5.81027746569114e-05, 'weighted_error': 1.000166586129427}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 7.384465105895361e-06, 'weighted_error': 1.0000211717829377}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.003161157348945565, 'weighted_error': 1.0457213961228862}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0004231011285149781, 'weighted_error': 1.0061196251064197}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 4.991659292042175e-05, 'weighted_error': 1.0007219670168335}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 3.933700614183533e-05, 'weighted_error': 1.0005689442262011}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 2.4415383422614204e-05, 'weighted_error': 1.0003531670432497}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 9.60585791929607e-06, 'weighted_error': 1.0001389383369022}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0126943666656033, 'weighted_error': 1.0187148682504301}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0010973529928609272, 'weighted_error': 1.0016178025240758}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0010346203414643045, 'weighted_error': 1.0015252954082077}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0004948795737387379, 'weighted_error': 1.0007295867491237}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0003132797999242938, 'weighted_error': 1.0004618646121015}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 5.535145358124981e-05, 'weighted_error': 1.0000816055102566}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0011639376644826034, 'weighted_error': 1.0087265899330564}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00032569238765009815, 'weighted_error': 1.002441860127508}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0001669271102408828, 'weighted_error': 1.0012515291544721}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0001510211272872736, 'weighted_error': 1.001132277080012}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 4.404411079731249e-05, 'weighted_error': 1.000330220212842}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 8.172761600585934e-06, 'weighted_error': 1.0000612736770427}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0011546854576011335, 'weighted_error': 1.0017381704209187}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0011162208455564077, 'weighted_error': 1.0016802574122643}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00045935014793471355, 'weighted_error': 1.0006914694942748}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0001544605721063364, 'weighted_error': 1.0002325168212856}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 3.948958304995113e-05, 'weighted_error': 1.0000594431281948}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 8.220282528275924e-05, 'weighted_error': 1.0001237409370245}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.003229321225517276, 'weighted_error': 1.0067563312595191}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.005895628763382238, 'weighted_error': 1.0123345990844508}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.000908637312842514, 'weighted_error': 1.0019010217253872}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0010608290934823056, 'weighted_error': 1.0022194577301111}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00016378919745371968, 'weighted_error': 1.0003426723871869}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 5.946673527545939e-05, 'weighted_error': 1.0001244144152834}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0005822692683850523, 'weighted_error': 1.0075492291489194}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 2.4168841411699114e-05, 'weighted_error': 1.000313354353277}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 2.5655631990722922e-05, 'weighted_error': 1.0003326349143713}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 3.4588661608416823e-06, 'weighted_error': 1.0000448455115538}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 1.883522610815657e-05, 'weighted_error': 1.000244203825457}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 1.5301685107539786e-06, 'weighted_error': 1.0000198384938603}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0007863309621712937, 'weighted_error': 1.0043940547882582}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0006703856867998036, 'weighted_error': 1.0037460745551652}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00028287782843834625, 'weighted_error': 1.001580695348846}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 4.327730423257231e-05, 'weighted_error': 1.0002418296102926}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 7.22426131335481e-05, 'weighted_error': 1.0004036795540345}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 1.6311083399560987e-05, 'weighted_error': 1.0000911468120306}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00015493031380547895, 'weighted_error': 1.000532996166027}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0002478098443211731, 'weighted_error': 1.0008525267817}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00010178693793144089, 'weighted_error': 1.000350172153513}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 2.0470414798656468e-05, 'weighted_error': 1.0000704229688158}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 6.188925704374664e-05, 'weighted_error': 1.0002129136692084}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 2.0187206341399264e-05, 'weighted_error': 1.0000694502341037}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00030251563504674896, 'weighted_error': 1.0028108458279885}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0002741651338412177, 'weighted_error': 1.0025474386493238}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 5.87017216139557e-05, 'weighted_error': 1.0005454244756273}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00010030804327505745, 'weighted_error': 1.0009320283601477}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 3.903198889816618e-05, 'weighted_error': 1.0003626707592785}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 6.495518560652693e-06, 'weighted_error': 1.000060355255567}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0012679197698216586, 'weighted_error': 1.0333831527068003}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00019314353221180978, 'weighted_error': 1.0050852429156338}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00010891413724992867, 'weighted_error': 1.0028676171207518}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 3.188941164264668e-05, 'weighted_error': 1.000839595372368}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 2.151583825651062e-05, 'weighted_error': 1.0005664888157395}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 1.2636224085158624e-05, 'weighted_error': 1.0003327132308633}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00013328700182986628, 'weighted_error': 1.0021184318900012}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00022894438905396406, 'weighted_error': 1.0036387937102627}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 4.264174672324682e-05, 'weighted_error': 1.0006777611039035}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 2.4152601563327507e-05, 'weighted_error': 1.0003838797615447}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 1.6297378107724943e-05, 'weighted_error': 1.0002590317124451}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 1.2662377095471255e-05, 'weighted_error': 1.0002012596517267}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0008164636859956259, 'weighted_error': 1.0021014943254836}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00034706292717892774, 'weighted_error': 1.0008933005363037}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00026613051900704795, 'weighted_error': 1.000684999953088}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00015935681205574704, 'weighted_error': 1.0004101748589607}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 3.1701350074539154e-05, 'weighted_error': 1.0000815972283514}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 2.446233897008717e-05, 'weighted_error': 1.0000629645880235}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.005322988521415144, 'weighted_error': 1.0310775698080517}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.003050091372393887, 'weighted_error': 1.0178074783859647}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00012201539390631537, 'weighted_error': 1.0007123867700656}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00030185111578589726, 'weighted_error': 1.0017623545548089}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00019647182969743373, 'weighted_error': 1.0011470595555383}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00013077485142577247, 'weighted_error': 1.0007634973842654}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0012219649320129814, 'weighted_error': 1.0120908513267388}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00015289689835226776, 'weighted_error': 1.001512855860054}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 7.521266816103336e-05, 'weighted_error': 1.0007442216185245}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 3.532855772682377e-05, 'weighted_error': 1.0003495762915608}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 1.9686355023412277e-05, 'weighted_error': 1.0001947887767806}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 1.572918977086644e-05, 'weighted_error': 1.0001556315672875}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0005453093366233203, 'weighted_error': 1.0183319472763557}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 8.483345333017055e-05, 'weighted_error': 1.0028518420017118}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 4.027634994388437e-05, 'weighted_error': 1.0013540270188523}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 1.369876096073206e-05, 'weighted_error': 1.0004605178531794}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 5.442459199147703e-06, 'weighted_error': 1.0001829727913272}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 3.488101531776139e-06, 'weighted_error': 1.0001172622491397}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 3.254146438175656e-05, 'weighted_error': 1.0000979499112332}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 5.568718061019217e-05, 'weighted_error': 1.0001676216816096}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 6.419684668032384e-06, 'weighted_error': 1.0000193228174006}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 2.6738436641247893e-06, 'weighted_error': 1.000008049960019}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 1.092962641196538e-06, 'weighted_error': 1.000003289086398}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 4.418480048132129e-07, 'weighted_error': 1.0000013298424444}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0001622328304007128, 'weighted_error': 1.0005146813910422}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 5.31084432341797e-05, 'weighted_error': 1.0001684911616429}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 2.4769774310551518e-05, 'weighted_error': 1.000078583824026}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 3.128789416102329e-05, 'weighted_error': 1.0000992618044098}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 2.3683755281040726e-06, 'weighted_error': 1.000007512784382}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 5.6683427929443314e-06, 'weighted_error': 1.0000179834671883}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.010567323703348614, 'weighted_error': 1.0237477154184424}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.003209342071102757, 'weighted_error': 1.0072122839618047}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0003972432275466209, 'weighted_error': 1.0008927013072526}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 9.201316561371811e-05, 'weighted_error': 1.0002067766153961}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0006513698364483413, 'weighted_error': 1.0014638215400025}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0001029862221132558, 'weighted_error': 1.00023144005877}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0012072641978345367, 'weighted_error': 1.0017903661791547}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0004792404343115351, 'weighted_error': 1.0007106989059733}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00040738874220156394, 'weighted_error': 1.0006041590713488}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0002118472201602255, 'weighted_error': 1.0003141645981213}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00010324404959968339, 'weighted_error': 1.0001531069832201}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 1.4822839426565086e-05, 'weighted_error': 1.0000219815421367}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.0005772931845570351, 'weighted_error': 1.0019360685340777}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00016138166982232024, 'weighted_error': 1.0005412259864008}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00019766255351615322, 'weighted_error': 1.0006629006348102}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 8.38403651054783e-05, 'weighted_error': 1.0002811752349585}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 8.699343507105386e-06, 'weighted_error': 1.000029174897617}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 1.8976410765779212e-05, 'weighted_error': 1.000063640425922}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 8.284487044523056e-05, 'weighted_error': 1.0002131628015956}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 2.6251229609849698e-05, 'weighted_error': 1.0000675443632718}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 1.7459725606532863e-05, 'weighted_error': 1.0000449239998435}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 1.338569799244715e-05, 'weighted_error': 1.000034442297672}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 2.3457236801721385e-06, 'weighted_error': 1.0000060358977632}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 3.5482063794756515e-06, 'weighted_error': 1.000009129756393}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 1.0364528998428616e-05, 'weighted_error': 1.0001499676516394}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 8.50907507832948e-06, 'weighted_error': 1.0001231220179927}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 6.087922002243463e-06, 'weighted_error': 1.0000880782902306}
{'sample_size': 320, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 3.6320327890698865e-06, 'weighted_error': 1.0000525575380685}
{'sample_size': 640, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 2.6188422815923956e-06, 'weighted_error': 1.0000378876919247}
{'sample_size': 1280, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 7.383888957210489e-07, 'weighted_error': 1.000010683471859}
{'sample_size': 40, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 0.00017564827606478172, 'weighted_error': 1.0087638171652196}
{'sample_size': 80, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 3.621933652019149e-05, 'weighted_error': 1.0018071567705689}
{'sample_size': 160, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': 2.5183224921707228e-05, 'weighted_error': 1.0012565213514946}
