{'sample_size': 1000, 'difference': -81, 'noise': 0.5, 'n': 60, 'shap_error': 0.008730222908061505}
{'sample_size': 1000, 'difference': -79, 'noise': 1, 'n': 60, 'shap_error': 0.015434100748829125}
{'sample_size': 1000, 'difference': -78, 'noise': 0.0005, 'n': 60, 'shap_error': 0.0012431489287342424}
{'sample_size': 1000, 'difference': -58, 'noise': 0.001, 'n': 60, 'shap_error': 0.001206034607973345}
{'sample_size': 1000, 'difference': -114, 'noise': 0.005, 'n': 60, 'shap_error': 0.00111301205123051}
{'sample_size': 1000, 'difference': -62, 'noise': 0.01, 'n': 60, 'shap_error': 0.0011846045018057358}
{'sample_size': 1000, 'difference': -103, 'noise': 0.05, 'n': 60, 'shap_error': 0.001431691710824217}
{'sample_size': 1000, 'difference': -10, 'noise': 0.1, 'n': 60, 'shap_error': 0.0006642736331426875}
{'sample_size': 1000, 'difference': -47, 'noise': 0.5, 'n': 60, 'shap_error': 0.00502888678778829}
{'sample_size': 1000, 'difference': -100, 'noise': 1, 'n': 60, 'shap_error': 0.017398471913575634}
{'sample_size': 1000, 'difference': -85, 'noise': 0.0005, 'n': 60, 'shap_error': 0.0010171052776475104}
{'sample_size': 1000, 'difference': -11, 'noise': 0.001, 'n': 60, 'shap_error': 0.0006781554853170905}
{'sample_size': 1000, 'difference': -83, 'noise': 0.005, 'n': 60, 'shap_error': 0.0011833402481033022}
{'sample_size': 1000, 'difference': -59, 'noise': 0.01, 'n': 60, 'shap_error': 0.0009557764523428159}
{'sample_size': 1000, 'difference': -129, 'noise': 0.05, 'n': 60, 'shap_error': 0.0013141738090170164}
{'sample_size': 1000, 'difference': -52, 'noise': 0.1, 'n': 60, 'shap_error': 0.0009831984280399362}
{'sample_size': 1000, 'difference': -43, 'noise': 0.5, 'n': 60, 'shap_error': 0.004359862232771439}
{'sample_size': 1000, 'difference': -117, 'noise': 1, 'n': 60, 'shap_error': 0.01136279159133134}
{'sample_size': 1000, 'difference': -87, 'noise': 0.0005, 'n': 60, 'shap_error': 0.0011188731255963023}
