{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.1547477969062567, 'weighted_error': 1.0034085527667043}
{'sample_size': 1000, 'difference': -3, 'noise': 0, 'n': 10, 'shap_error': 0.0009932987121008194, 'weighted_error': 1.0000218814583108}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 4.579560201705751e-11, 'weighted_error': 0.9999999999994281}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 4.5795601984522236e-11, 'weighted_error': 0.9999999999994285}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 4.5795601974462615e-11, 'weighted_error': 0.9999999999994281}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 4.579560198005713e-11, 'weighted_error': 0.9999999999994281}
{'sample_size': 500, 'difference': 13, 'noise': 0, 'n': 10, 'shap_error': 0.0666136510953119, 'weighted_error': 1.0068990438808758}
{'sample_size': 1000, 'difference': 1, 'noise': 0, 'n': 10, 'shap_error': 0.00030278331805845576, 'weighted_error': 1.0000313598114818}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 7.273097520199529e-11, 'weighted_error': 0.9999999999937775}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 7.273097526079764e-11, 'weighted_error': 0.9999999999937775}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 7.273097518588017e-11, 'weighted_error': 0.9999999999937775}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 7.273097520215968e-11, 'weighted_error': 0.9999999999937775}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 10, 'shap_error': 0.7373041412621559, 'weighted_error': 1.0063003138190294}
{'sample_size': 1000, 'difference': -2, 'noise': 0, 'n': 10, 'shap_error': 0.005503133952603353, 'weighted_error': 1.0000470370800651}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 7.593389292578885e-10, 'weighted_error': 0.9999999999956455}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 7.593389288967886e-10, 'weighted_error': 0.9999999999956454}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 7.593389287835679e-10, 'weighted_error': 0.9999999999956455}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 7.593389298689414e-10, 'weighted_error': 0.9999999999956454}
{'sample_size': 500, 'difference': -53, 'noise': 0, 'n': 10, 'shap_error': 0.20690511372576972, 'weighted_error': 1.0036290855273897}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.0024491659695210838, 'weighted_error': 1.0000429571427882}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 9.734398221111235e-11, 'weighted_error': 0.9999999999983631}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 9.7343982227843e-11, 'weighted_error': 0.9999999999983634}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 9.73439821880482e-11, 'weighted_error': 0.9999999999983632}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 9.73439821332566e-11, 'weighted_error': 0.9999999999983631}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 10, 'shap_error': 4.21656727156756, 'weighted_error': 1.005499848962478}
{'sample_size': 1000, 'difference': -4, 'noise': 0, 'n': 10, 'shap_error': 0.038630424956996194, 'weighted_error': 1.0000503895737127}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 1.0421826932845169e-10, 'weighted_error': 0.9999999999998912}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 1.042182692917647e-10, 'weighted_error': 0.9999999999998912}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 1.0421826926119173e-10, 'weighted_error': 0.9999999999998912}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 1.0421826924143925e-10, 'weighted_error': 0.9999999999998912}
{'sample_size': 500, 'difference': 1, 'noise': 0, 'n': 10, 'shap_error': 0.05094517022398844, 'weighted_error': 1.0009937505522204}
{'sample_size': 1000, 'difference': 5, 'noise': 0, 'n': 10, 'shap_error': 0.0016961173836135036, 'weighted_error': 1.0000330845875132}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 3.1904205443680105e-11, 'weighted_error': 0.9999999999994477}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 3.190420540589512e-11, 'weighted_error': 0.9999999999994478}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 3.190420539554599e-11, 'weighted_error': 0.9999999999994478}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 3.190420543143206e-11, 'weighted_error': 0.9999999999994477}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 10, 'shap_error': 0.25062904691460897, 'weighted_error': 1.004412531777201}
{'sample_size': 1000, 'difference': 5, 'noise': 0, 'n': 10, 'shap_error': 0.0018893317634799962, 'weighted_error': 1.000033263095727}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 2.677146043047744e-11, 'weighted_error': 0.9999999999995637}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 2.6771460383281166e-11, 'weighted_error': 0.9999999999995637}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 2.6771460402114992e-11, 'weighted_error': 0.9999999999995636}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 2.6771460397562287e-11, 'weighted_error': 0.9999999999995636}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.032057551034289596, 'weighted_error': 1.0043425140439717}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.00021702723242199352, 'weighted_error': 1.0000293926516433}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 7.66706422311266e-11, 'weighted_error': 0.9999999999907003}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 7.66706421942703e-11, 'weighted_error': 0.9999999999907003}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 7.667064223063166e-11, 'weighted_error': 0.9999999999907003}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 7.667064222509735e-11, 'weighted_error': 0.9999999999907003}
{'sample_size': 500, 'difference': 15, 'noise': 0, 'n': 10, 'shap_error': 0.6593993777928207, 'weighted_error': 1.0024511568497958}
{'sample_size': 1000, 'difference': -4, 'noise': 0, 'n': 10, 'shap_error': 0.016571199066298104, 'weighted_error': 1.000061598134531}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 1.48229636487102e-10, 'weighted_error': 0.999999999999457}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 1.4822963656840797e-10, 'weighted_error': 0.999999999999457}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 1.482296366488412e-10, 'weighted_error': 0.999999999999457}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 1.4822963672781938e-10, 'weighted_error': 0.999999999999457}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 10, 'shap_error': 0.02796797196405302, 'weighted_error': 1.003106578918514}
{'sample_size': 1000, 'difference': 2, 'noise': 0, 'n': 10, 'shap_error': 0.0011701492885511327, 'weighted_error': 1.0001299607537886}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 4.018130926605853e-11, 'weighted_error': 0.9999999999955412}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 4.0181309194122045e-11, 'weighted_error': 0.9999999999955411}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 4.018130920489246e-11, 'weighted_error': 0.9999999999955411}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 4.018130920828272e-11, 'weighted_error': 0.9999999999955412}
{'sample_size': 500, 'difference': -1, 'noise': 0, 'n': 10, 'shap_error': 1.0929315963201196, 'weighted_error': 1.0056304024762786}
{'sample_size': 1000, 'difference': -2, 'noise': 0, 'n': 10, 'shap_error': 0.012198216827287587, 'weighted_error': 1.0000628376986964}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 1.0255948561517299e-10, 'weighted_error': 0.9999999999994759}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 1.0255948554885049e-10, 'weighted_error': 0.9999999999994756}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 1.025594857644533e-10, 'weighted_error': 0.9999999999994756}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 1.0255948563117326e-10, 'weighted_error': 0.9999999999994756}
{'sample_size': 500, 'difference': 38, 'noise': 0, 'n': 10, 'shap_error': 0.09837845091827424, 'weighted_error': 1.0029856894575206}
{'sample_size': 1000, 'difference': 2, 'noise': 0, 'n': 10, 'shap_error': 0.0012038392851239246, 'weighted_error': 1.0000365365855706}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 3.638082202468759e-11, 'weighted_error': 0.999999999998906}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 3.6380822026825045e-11, 'weighted_error': 0.999999999998906}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 3.63808219837786e-11, 'weighted_error': 0.9999999999989058}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 3.638082207779504e-11, 'weighted_error': 0.999999999998906}
{'sample_size': 500, 'difference': 3, 'noise': 0, 'n': 10, 'shap_error': 0.4837479799361266, 'weighted_error': 1.0013640506026733}
{'sample_size': 1000, 'difference': -5, 'noise': 0, 'n': 10, 'shap_error': 0.023933463373894542, 'weighted_error': 1.0000674844837198}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 1.2759859708578384e-10, 'weighted_error': 0.9999999999996807}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 1.2759859723176426e-10, 'weighted_error': 0.9999999999996809}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 1.2759859712500052e-10, 'weighted_error': 0.9999999999996809}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 1.275985971064052e-10, 'weighted_error': 0.9999999999996807}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 10, 'shap_error': 0.15304525146825693, 'weighted_error': 1.0038398937225923}
{'sample_size': 1000, 'difference': 12, 'noise': 0, 'n': 10, 'shap_error': 0.001094036713598148, 'weighted_error': 1.000027446475842}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 4.855453013412484e-11, 'weighted_error': 0.9999999999988687}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 4.855453015082941e-11, 'weighted_error': 0.9999999999988687}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 4.8554530196503844e-11, 'weighted_error': 0.9999999999988687}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 4.855453017146365e-11, 'weighted_error': 0.9999999999988687}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 10, 'shap_error': 0.08775493156511206, 'weighted_error': 1.0047546534795615}
{'sample_size': 1000, 'difference': 5, 'noise': 0, 'n': 10, 'shap_error': 0.00035110167352642087, 'weighted_error': 1.0000190237362139}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 2.1229427638961654e-11, 'weighted_error': 0.9999999999989859}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 2.1229427702370893e-11, 'weighted_error': 0.9999999999989859}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 2.1229427671344786e-11, 'weighted_error': 0.9999999999989859}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 2.122942765711604e-11, 'weighted_error': 0.9999999999989859}
{'sample_size': 500, 'difference': 6, 'noise': 0, 'n': 10, 'shap_error': 0.14554902683598428, 'weighted_error': 1.003355973352073}
{'sample_size': 1000, 'difference': 8, 'noise': 0, 'n': 10, 'shap_error': 0.0028546545661953604, 'weighted_error': 1.0000658312365702}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 5.555119644341134e-11, 'weighted_error': 0.9999999999987219}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 5.5551196492399717e-11, 'weighted_error': 0.9999999999987221}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 5.5551196395288926e-11, 'weighted_error': 0.9999999999987221}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 5.555119645397418e-11, 'weighted_error': 0.9999999999987221}
{'sample_size': 500, 'difference': -22, 'noise': 0, 'n': 10, 'shap_error': 0.027137183001927585, 'weighted_error': 1.0018738558420897}
{'sample_size': 1000, 'difference': -2, 'noise': 0, 'n': 10, 'shap_error': 0.0002544901395096327, 'weighted_error': 1.000017569788645}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 5.713964460918395e-11, 'weighted_error': 0.9999999999968266}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 5.7139644599197264e-11, 'weighted_error': 0.9999999999968265}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 5.713964463130009e-11, 'weighted_error': 0.9999999999968266}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 5.713964457459951e-11, 'weighted_error': 0.9999999999968266}
{'sample_size': 500, 'difference': 27, 'noise': 0, 'n': 10, 'shap_error': 0.050256093792019826, 'weighted_error': 1.0044253529096887}
{'sample_size': 1000, 'difference': -5, 'noise': 0, 'n': 10, 'shap_error': 0.0001021488429062556, 'weighted_error': 1.0000089874738671}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 9.30047298350343e-11, 'weighted_error': 0.9999999999937111}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 9.300472985182673e-11, 'weighted_error': 0.999999999993711}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 9.300472987524367e-11, 'weighted_error': 0.9999999999937111}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 9.300472981056653e-11, 'weighted_error': 0.999999999993711}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 10, 'shap_error': 0.1285694714506967, 'weighted_error': 1.0039127848196412}
{'sample_size': 1000, 'difference': 7, 'noise': 0, 'n': 10, 'shap_error': 0.00036968087606574637, 'weighted_error': 1.0000112534010677}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 7.207865488731857e-11, 'weighted_error': 0.9999999999984954}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 7.207865486044887e-11, 'weighted_error': 0.9999999999984954}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 7.207865493898164e-11, 'weighted_error': 0.9999999999984954}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 7.207865489742888e-11, 'weighted_error': 0.9999999999984954}
{'sample_size': 500, 'difference': 5, 'noise': 0, 'n': 10, 'shap_error': 0.04014131731481524, 'weighted_error': 1.0019196399277857}
{'sample_size': 1000, 'difference': -7, 'noise': 0, 'n': 10, 'shap_error': 0.0007736435072035651, 'weighted_error': 1.0000370026688532}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 2.619615224249558e-11, 'weighted_error': 0.9999999999987473}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 2.619615215362562e-11, 'weighted_error': 0.9999999999987473}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 2.6196152197358837e-11, 'weighted_error': 0.9999999999987473}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 2.61961521226522e-11, 'weighted_error': 0.9999999999987473}
{'sample_size': 500, 'difference': -7, 'noise': 0, 'n': 10, 'shap_error': 0.19475880371858204, 'weighted_error': 1.0044727303276646}
{'sample_size': 1000, 'difference': 2, 'noise': 0, 'n': 10, 'shap_error': 0.0018294722320347742, 'weighted_error': 1.000042013825041}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 6.536620310660841e-11, 'weighted_error': 0.9999999999985669}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 6.53662030876901e-11, 'weighted_error': 0.9999999999985669}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 6.536620316055816e-11, 'weighted_error': 0.9999999999985669}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 6.536620309950763e-11, 'weighted_error': 0.9999999999985669}
{'sample_size': 500, 'difference': 47, 'noise': 0, 'n': 10, 'shap_error': 0.06949772282514403, 'weighted_error': 1.000853461342523}
{'sample_size': 1000, 'difference': 1, 'noise': 0, 'n': 10, 'shap_error': 0.001559427503132197, 'weighted_error': 1.0000191549469457}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 2.5367293744613324e-10, 'weighted_error': 0.9999999999968977}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 2.5367293732918e-10, 'weighted_error': 0.9999999999968978}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 2.5367293735764306e-10, 'weighted_error': 0.9999999999968977}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 2.536729375503445e-10, 'weighted_error': 0.9999999999968978}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 10, 'shap_error': 0.24841972126363315, 'weighted_error': 1.0010419343357335}
{'sample_size': 1000, 'difference': -8, 'noise': 0, 'n': 10, 'shap_error': 0.027686385333343853, 'weighted_error': 1.0001161289832303}
