{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 1.5442065494124045e-11, 'weighted_error': 0.9999999999998225}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 1.544206546970777e-11, 'weighted_error': 0.9999999999998225}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 1.5442065450485357e-11, 'weighted_error': 0.9999999999998225}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 1.5442065463495987e-11, 'weighted_error': 0.9999999999998225}
{'sample_size': 500, 'difference': -7, 'noise': 0, 'n': 10, 'shap_error': 0.4045407677348393, 'weighted_error': 1.0059136286023216}
{'sample_size': 1000, 'difference': -1, 'noise': 0, 'n': 10, 'shap_error': 0.0016678702879552073, 'weighted_error': 1.00002438739478}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 1.0235114506770053e-10, 'weighted_error': 0.9999999999985866}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 1.0235114506730123e-10, 'weighted_error': 0.9999999999985868}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 1.0235114527793938e-10, 'weighted_error': 0.9999999999985868}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 1.0235114508560982e-10, 'weighted_error': 0.9999999999985866}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 10, 'shap_error': 0.4054137482970498, 'weighted_error': 1.0037760945412908}
{'sample_size': 1000, 'difference': -3, 'noise': 0, 'n': 10, 'shap_error': 0.007189876244518158, 'weighted_error': 1.0000669684437096}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 1.0234399062994549e-10, 'weighted_error': 0.9999999999990865}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 1.0234399060421785e-10, 'weighted_error': 0.9999999999990864}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 1.0234399073691847e-10, 'weighted_error': 0.9999999999990865}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 1.0234399049855716e-10, 'weighted_error': 0.9999999999990867}
{'sample_size': 500, 'difference': 34, 'noise': 0, 'n': 10, 'shap_error': 0.05558721808690502, 'weighted_error': 1.0010446217913678}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.0012543669846832527, 'weighted_error': 1.000023575843274}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 4.945119041912564e-11, 'weighted_error': 0.9999999999993943}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 4.94511904847434e-11, 'weighted_error': 0.9999999999993942}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 4.945119042835453e-11, 'weighted_error': 0.9999999999993943}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 4.94511904541069e-11, 'weighted_error': 0.9999999999993943}
{'sample_size': 500, 'difference': 8, 'noise': 0, 'n': 10, 'shap_error': 0.5992400514068315, 'weighted_error': 1.0023156857700946}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.004414349395766472, 'weighted_error': 1.0000170630613612}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 1.4911366294866682e-10, 'weighted_error': 0.9999999999994496}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 1.4911366301767826e-10, 'weighted_error': 0.9999999999994493}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 1.4911366297751314e-10, 'weighted_error': 0.9999999999994498}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 1.4911366310198368e-10, 'weighted_error': 0.9999999999994496}
{'sample_size': 500, 'difference': 1, 'noise': 0, 'n': 10, 'shap_error': 1.8011873118018609, 'weighted_error': 1.0067444442641993}
{'sample_size': 1000, 'difference': -4, 'noise': 0, 'n': 10, 'shap_error': 0.006135190944244271, 'weighted_error': 1.0000229724337109}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 3.9019140825347974e-11, 'weighted_error': 0.9999999999998544}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 3.901914082623484e-11, 'weighted_error': 0.9999999999998544}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 3.901914077161145e-11, 'weighted_error': 0.9999999999998544}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 3.901914079874963e-11, 'weighted_error': 0.9999999999998544}
{'sample_size': 500, 'difference': -26, 'noise': 0, 'n': 10, 'shap_error': 0.4293425007259476, 'weighted_error': 1.0051187946462385}
{'sample_size': 1000, 'difference': -4, 'noise': 0, 'n': 10, 'shap_error': 0.004692533502009126, 'weighted_error': 1.0000559416794126}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 4.044155847883101e-11, 'weighted_error': 0.99999999999952}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 4.044155848213383e-11, 'weighted_error': 0.9999999999995198}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 4.04415584280604e-11, 'weighted_error': 0.9999999999995198}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 4.044155853252352e-11, 'weighted_error': 0.9999999999995198}
{'sample_size': 500, 'difference': 7, 'noise': 0, 'n': 10, 'shap_error': 0.431618763858561, 'weighted_error': 1.0033797826852038}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.009431029210438726, 'weighted_error': 1.0000738526384196}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 6.272839565126239e-11, 'weighted_error': 0.9999999999995556}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 6.272839566836277e-11, 'weighted_error': 0.9999999999995556}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 6.272839561412528e-11, 'weighted_error': 0.9999999999995556}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 6.272839561133184e-11, 'weighted_error': 0.9999999999995555}
{'sample_size': 500, 'difference': 12, 'noise': 0, 'n': 10, 'shap_error': 2.085881779030278, 'weighted_error': 1.0031037800055251}
{'sample_size': 1000, 'difference': -7, 'noise': 0, 'n': 10, 'shap_error': 0.04293256633833246, 'weighted_error': 1.0000638823471015}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 7.840888132231055e-10, 'weighted_error': 0.9999999999988552}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 7.840888132421352e-10, 'weighted_error': 0.9999999999988552}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 7.840888135342429e-10, 'weighted_error': 0.9999999999988554}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 7.84088813027081e-10, 'weighted_error': 0.9999999999988552}
{'sample_size': 500, 'difference': 5, 'noise': 0, 'n': 10, 'shap_error': 0.51196324218392, 'weighted_error': 1.0024526598954384}
{'sample_size': 1000, 'difference': 12, 'noise': 0, 'n': 10, 'shap_error': 0.0028914017191201463, 'weighted_error': 1.0000138560016842}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 5.222711245996254e-10, 'weighted_error': 0.999999999997989}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 5.222711246750724e-10, 'weighted_error': 0.9999999999979889}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 5.222711251020875e-10, 'weighted_error': 0.999999999997989}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 5.222711245136919e-10, 'weighted_error': 0.9999999999979888}
{'sample_size': 500, 'difference': 20, 'noise': 0, 'n': 10, 'shap_error': 0.859407955285695, 'weighted_error': 1.0058836406365739}
{'sample_size': 1000, 'difference': 8, 'noise': 0, 'n': 10, 'shap_error': 0.002155802399423313, 'weighted_error': 1.0000147581311516}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 4.510151205443718e-11, 'weighted_error': 0.9999999999998332}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 4.510151205312871e-11, 'weighted_error': 0.9999999999998332}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 4.510151211392823e-11, 'weighted_error': 0.9999999999998332}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 4.510151209454867e-11, 'weighted_error': 0.999999999999833}
{'sample_size': 500, 'difference': 20, 'noise': 0, 'n': 10, 'shap_error': 2.676022351613452, 'weighted_error': 1.0062418563253546}
{'sample_size': 1000, 'difference': -1, 'noise': 0, 'n': 10, 'shap_error': 0.022396679502545692, 'weighted_error': 1.0000522384362276}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 4.3073591116087676e-11, 'weighted_error': 0.9999999999999022}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 4.307359115508459e-11, 'weighted_error': 0.9999999999999022}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 4.307359115637937e-11, 'weighted_error': 0.9999999999999022}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 4.307359110467944e-11, 'weighted_error': 0.9999999999999022}
{'sample_size': 500, 'difference': 19, 'noise': 0, 'n': 10, 'shap_error': 0.20168089879798906, 'weighted_error': 1.002638729804014}
{'sample_size': 1000, 'difference': 6, 'noise': 0, 'n': 10, 'shap_error': 0.006743026386592582, 'weighted_error': 1.0000882186726798}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 9.19776366075223e-11, 'weighted_error': 0.9999999999991213}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 9.19776365820336e-11, 'weighted_error': 0.9999999999991213}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 9.197763663741881e-11, 'weighted_error': 0.9999999999991213}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 9.197763647607561e-11, 'weighted_error': 0.9999999999991213}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 10, 'shap_error': 0.1708297463449055, 'weighted_error': 1.002106829518154}
{'sample_size': 1000, 'difference': -5, 'noise': 0, 'n': 10, 'shap_error': 0.00435607821850813, 'weighted_error': 1.0000537295690461}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 9.21694337225862e-11, 'weighted_error': 0.9999999999989381}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 9.216943351190432e-11, 'weighted_error': 0.9999999999989383}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 9.2169433643478e-11, 'weighted_error': 0.9999999999989383}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 9.216943352207131e-11, 'weighted_error': 0.9999999999989383}
{'sample_size': 500, 'difference': 24, 'noise': 0, 'n': 10, 'shap_error': 0.1613516805642514, 'weighted_error': 1.0052272364105295}
{'sample_size': 1000, 'difference': -2, 'noise': 0, 'n': 10, 'shap_error': 0.0012215658010942003, 'weighted_error': 1.000039569661095}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 6.223390283236803e-11, 'weighted_error': 0.9999999999981174}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 6.223390302882537e-11, 'weighted_error': 0.9999999999981174}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 6.223390292697103e-11, 'weighted_error': 0.9999999999981173}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 6.223390289664589e-11, 'weighted_error': 0.9999999999981174}
{'sample_size': 500, 'difference': -25, 'noise': 0, 'n': 10, 'shap_error': 0.5146705634817307, 'weighted_error': 1.0039539730144804}
{'sample_size': 1000, 'difference': 5, 'noise': 0, 'n': 10, 'shap_error': 0.014478308635196899, 'weighted_error': 1.0001112197549473}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 7.24005439085873e-10, 'weighted_error': 0.9999999999964259}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 7.240054385766885e-10, 'weighted_error': 0.9999999999964261}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 7.240054388275891e-10, 'weighted_error': 0.9999999999964261}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 7.240054384170638e-10, 'weighted_error': 0.9999999999964261}
{'sample_size': 500, 'difference': -19, 'noise': 0, 'n': 10, 'shap_error': 0.30387815920594174, 'weighted_error': 1.0033353839912957}
{'sample_size': 1000, 'difference': -3, 'noise': 0, 'n': 10, 'shap_error': 0.0016809448717901947, 'weighted_error': 1.0000184473676932}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 3.2757057837210086e-11, 'weighted_error': 0.9999999999996592}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 3.275705792723239e-11, 'weighted_error': 0.9999999999996592}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 3.275705780433471e-11, 'weighted_error': 0.9999999999996592}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 3.27570579293658e-11, 'weighted_error': 0.9999999999996592}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 10, 'shap_error': 0.28307309880705667, 'weighted_error': 1.006475640333692}
{'sample_size': 1000, 'difference': -4, 'noise': 0, 'n': 10, 'shap_error': 0.00320563598144719, 'weighted_error': 1.0000733369421875}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 7.490765206446273e-11, 'weighted_error': 0.9999999999983611}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 7.490765204246806e-11, 'weighted_error': 0.9999999999983612}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 7.490765193323262e-11, 'weighted_error': 0.9999999999983611}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 7.490765214038976e-11, 'weighted_error': 0.9999999999983612}
{'sample_size': 500, 'difference': 19, 'noise': 0, 'n': 10, 'shap_error': 0.15556927379184854, 'weighted_error': 1.0038601693652223}
{'sample_size': 1000, 'difference': 7, 'noise': 0, 'n': 10, 'shap_error': 0.0012410445060818257, 'weighted_error': 1.0000307993313622}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 1.3520037920457288e-10, 'weighted_error': 0.999999999996881}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 1.352003793296213e-10, 'weighted_error': 0.999999999996881}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 1.3520037930338705e-10, 'weighted_error': 0.999999999996881}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 1.3520037930891523e-10, 'weighted_error': 0.999999999996881}
{'sample_size': 500, 'difference': 11, 'noise': 0, 'n': 10, 'shap_error': 0.5621219802309423, 'weighted_error': 1.0026928593360092}
{'sample_size': 1000, 'difference': 4, 'noise': 0, 'n': 10, 'shap_error': 0.012074376608481442, 'weighted_error': 1.0000578462860326}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 5.222711247996129e-10, 'weighted_error': 0.9999999999979888}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 5.22271125405856e-10, 'weighted_error': 0.9999999999979888}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 5.222711248184231e-10, 'weighted_error': 0.9999999999979888}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 5.22271125626832e-10, 'weighted_error': 0.9999999999979889}
{'sample_size': 500, 'difference': 7, 'noise': 0, 'n': 10, 'shap_error': 0.43390990441761, 'weighted_error': 1.0027854214425616}
{'sample_size': 1000, 'difference': -3, 'noise': 0, 'n': 10, 'shap_error': 0.01657752133636726, 'weighted_error': 1.0001064159669557}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 4.3671221651043126e-10, 'weighted_error': 0.9999999999981655}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 4.36712216575399e-10, 'weighted_error': 0.9999999999981657}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 4.3671221648249587e-10, 'weighted_error': 0.9999999999981654}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 4.367122160908844e-10, 'weighted_error': 0.9999999999981654}
{'sample_size': 500, 'difference': 9, 'noise': 0, 'n': 10, 'shap_error': 0.09317971038759919, 'weighted_error': 1.0028467268548684}
{'sample_size': 1000, 'difference': -6, 'noise': 0, 'n': 10, 'shap_error': 0.0008784864476199018, 'weighted_error': 1.0000268436379487}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 2.299295116100451e-10, 'weighted_error': 0.9999999999929842}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 2.2992951121540666e-10, 'weighted_error': 0.9999999999929844}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 2.2992951130330845e-10, 'weighted_error': 0.9999999999929844}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 2.2992951155594743e-10, 'weighted_error': 0.9999999999929842}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 10, 'shap_error': 0.1526319034582682, 'weighted_error': 1.0053065308534828}
{'sample_size': 1000, 'difference': -1, 'noise': 0, 'n': 10, 'shap_error': 0.0010072251231979363, 'weighted_error': 1.0000350202788768}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 3.958132318389578e-11, 'weighted_error': 0.9999999999988878}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 3.9581323195284336e-11, 'weighted_error': 0.9999999999988879}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 3.958132318564991e-11, 'weighted_error': 0.9999999999988878}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 3.9581323223115525e-11, 'weighted_error': 0.9999999999988876}
{'sample_size': 500, 'difference': 34, 'noise': 0, 'n': 10, 'shap_error': 0.4763211639900377, 'weighted_error': 1.004014130092584}
{'sample_size': 1000, 'difference': 5, 'noise': 0, 'n': 10, 'shap_error': 0.002172786405748265, 'weighted_error': 1.000018310461769}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 3.993308630130739e-11, 'weighted_error': 0.9999999999997007}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 3.9933086378777514e-11, 'weighted_error': 0.9999999999997008}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 3.993308628243605e-11, 'weighted_error': 0.9999999999997009}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 3.993308630295497e-11, 'weighted_error': 0.9999999999997008}
{'sample_size': 500, 'difference': 12, 'noise': 0, 'n': 10, 'shap_error': 0.43227060084954283, 'weighted_error': 1.0038894673289351}
{'sample_size': 1000, 'difference': -5, 'noise': 0, 'n': 10, 'shap_error': 0.00623016740962146, 'weighted_error': 1.000056069356989}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 6.911364558803949e-10, 'weighted_error': 0.9999999999951839}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 6.911364558377868e-10, 'weighted_error': 0.999999999995184}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 6.911364549957217e-10, 'weighted_error': 0.9999999999951839}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 6.911364556602695e-10, 'weighted_error': 0.9999999999951841}
{'sample_size': 500, 'difference': 8, 'noise': 0, 'n': 10, 'shap_error': 0.8198983806408865, 'weighted_error': 1.0038847205388022}
{'sample_size': 1000, 'difference': -1, 'noise': 0, 'n': 10, 'shap_error': 0.0026703070111505443, 'weighted_error': 1.0000126513311236}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 4.7234153189717287e-11, 'weighted_error': 0.9999999999998002}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 4.723415328776967e-11, 'weighted_error': 0.9999999999998002}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 4.7234153302207336e-11, 'weighted_error': 0.9999999999998002}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 4.723415329748975e-11, 'weighted_error': 0.9999999999998002}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 10, 'shap_error': 0.022521319833364233, 'weighted_error': 1.0049728166267946}
{'sample_size': 1000, 'difference': -6, 'noise': 0, 'n': 10, 'shap_error': 0.00026275902931098023, 'weighted_error': 1.0000580262125214}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 1.0441515416845091e-11, 'weighted_error': 0.9999999999977702}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 1.044151543185159e-11, 'weighted_error': 0.9999999999977702}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 1.0441515429636903e-11, 'weighted_error': 0.9999999999977706}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 1.044151543829368e-11, 'weighted_error': 0.9999999999977702}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 10, 'shap_error': 0.12908890762053174, 'weighted_error': 1.0010108195003553}
{'sample_size': 1000, 'difference': 5, 'noise': 0, 'n': 10, 'shap_error': 0.002721064930297006, 'weighted_error': 1.0000213075191267}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 6.272839563902694e-11, 'weighted_error': 0.9999999999995556}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 6.272839564963539e-11, 'weighted_error': 0.9999999999995556}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 6.272839567878376e-11, 'weighted_error': 0.9999999999995556}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 6.272839568628365e-11, 'weighted_error': 0.9999999999995556}
{'sample_size': 500, 'difference': 9, 'noise': 0, 'n': 10, 'shap_error': 1.5332542116967818, 'weighted_error': 1.0034518435568929}
{'sample_size': 1000, 'difference': -6, 'noise': 0, 'n': 10, 'shap_error': 0.02454017697296514, 'weighted_error': 1.0000552498647863}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 1.8863698708579464e-10, 'weighted_error': 0.9999999999997492}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 1.886369870534984e-10, 'weighted_error': 0.9999999999997492}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 1.8863698704636906e-10, 'weighted_error': 0.9999999999997492}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 1.886369873345065e-10, 'weighted_error': 0.9999999999997492}
{'sample_size': 500, 'difference': 22, 'noise': 0, 'n': 10, 'shap_error': 0.07987689478858177, 'weighted_error': 1.0012265605695208}
{'sample_size': 1000, 'difference': 7, 'noise': 0, 'n': 10, 'shap_error': 0.0010989618015139538, 'weighted_error': 1.0000168708840136}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 1.3457873943787482e-10, 'weighted_error': 0.9999999999980116}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 1.3457873956784798e-10, 'weighted_error': 0.9999999999980118}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 1.345787394464934e-10, 'weighted_error': 0.9999999999980116}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 1.345787395345758e-10, 'weighted_error': 0.9999999999980116}
{'sample_size': 500, 'difference': -9, 'noise': 0, 'n': 10, 'shap_error': 1.7093058846700493, 'weighted_error': 1.0086197188248307}
{'sample_size': 1000, 'difference': 6, 'noise': 0, 'n': 10, 'shap_error': 0.006768401648868082, 'weighted_error': 1.0000341342442551}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 2.036859836541092e-10, 'weighted_error': 0.9999999999991572}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 2.0368598368741995e-10, 'weighted_error': 0.9999999999991572}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 2.0368598356315553e-10, 'weighted_error': 0.9999999999991572}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 2.03685983443115e-10, 'weighted_error': 0.9999999999991572}
{'sample_size': 500, 'difference': 3, 'noise': 0, 'n': 10, 'shap_error': 0.0908276663202818, 'weighted_error': 1.0008877787327504}
{'sample_size': 1000, 'difference': -1, 'noise': 0, 'n': 10, 'shap_error': 0.0037288614974221564, 'weighted_error': 1.000036450261267}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 1.199923888245424e-10, 'weighted_error': 0.9999999999988882}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 1.1999238875819783e-10, 'weighted_error': 0.9999999999988882}
{'sample_size': 8000, 'difference': -6976, 'noise': 0, 'n': 10, 'shap_error': 1.1999238888172234e-10, 'weighted_error': 0.9999999999988882}
{'sample_size': 16000, 'difference': -14976, 'noise': 0, 'n': 10, 'shap_error': 1.19992388943049e-10, 'weighted_error': 0.9999999999988882}
{'sample_size': 500, 'difference': -27, 'noise': 0, 'n': 10, 'shap_error': 0.7204425837706652, 'weighted_error': 1.0035716959232293}
{'sample_size': 1000, 'difference': 0, 'noise': 0, 'n': 10, 'shap_error': 0.01074550340510157, 'weighted_error': 1.0000532672621851}
{'sample_size': 2000, 'difference': -976, 'noise': 0, 'n': 10, 'shap_error': 1.3747354825948974e-10, 'weighted_error': 0.9999999999993693}
{'sample_size': 4000, 'difference': -2976, 'noise': 0, 'n': 10, 'shap_error': 1.3747354817822728e-10, 'weighted_error': 0.9999999999993693}
