{'sample_size': 500, 'difference': -30, 'noise': 0, 'n': 60, 'shap_error': 3.1208883251247054e-05}
{'sample_size': 1000, 'difference': -164, 'noise': 0, 'n': 60, 'shap_error': 1.103007545489721e-05}
{'sample_size': 2000, 'difference': 84, 'noise': 0, 'n': 60, 'shap_error': 5.463152309882115e-06}
{'sample_size': 4000, 'difference': -154, 'noise': 0, 'n': 60, 'shap_error': 1.5633638425805723e-06}
{'sample_size': 8000, 'difference': 56, 'noise': 0, 'n': 60, 'shap_error': 1.4530834198728761e-06}
{'sample_size': 16000, 'difference': 44, 'noise': 0, 'n': 60, 'shap_error': 4.940582059397146e-07}
{'sample_size': 500, 'difference': 6, 'noise': 0, 'n': 60, 'shap_error': 0.00041835619857199895}
{'sample_size': 1000, 'difference': -72, 'noise': 0, 'n': 60, 'shap_error': 0.00018757954285185334}
{'sample_size': 2000, 'difference': 72, 'noise': 0, 'n': 60, 'shap_error': 5.873918767123116e-05}
{'sample_size': 4000, 'difference': -30, 'noise': 0, 'n': 60, 'shap_error': 3.8836258685127923e-05}
{'sample_size': 8000, 'difference': 2, 'noise': 0, 'n': 60, 'shap_error': 2.361669790883461e-05}
{'sample_size': 16000, 'difference': 150, 'noise': 0, 'n': 60, 'shap_error': 9.175211570653503e-06}
{'sample_size': 500, 'difference': -80, 'noise': 0, 'n': 60, 'shap_error': 3.0909758218634774e-05}
{'sample_size': 1000, 'difference': -24, 'noise': 0, 'n': 60, 'shap_error': 7.75337547417353e-06}
{'sample_size': 2000, 'difference': -46, 'noise': 0, 'n': 60, 'shap_error': 3.4218835503634733e-06}
{'sample_size': 4000, 'difference': -58, 'noise': 0, 'n': 60, 'shap_error': 1.8392014613114716e-06}
{'sample_size': 8000, 'difference': -224, 'noise': 0, 'n': 60, 'shap_error': 7.026615031818945e-07}
{'sample_size': 16000, 'difference': -132, 'noise': 0, 'n': 60, 'shap_error': 4.776824639203871e-07}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 60, 'shap_error': 0.00042663178888624183}
{'sample_size': 1000, 'difference': -98, 'noise': 0, 'n': 60, 'shap_error': 0.000370682886575963}
{'sample_size': 2000, 'difference': 6, 'noise': 0, 'n': 60, 'shap_error': 0.0001688602995640244}
{'sample_size': 4000, 'difference': -6, 'noise': 0, 'n': 60, 'shap_error': 7.470018747472002e-05}
{'sample_size': 8000, 'difference': -70, 'noise': 0, 'n': 60, 'shap_error': 2.8793103502380522e-05}
{'sample_size': 16000, 'difference': -150, 'noise': 0, 'n': 60, 'shap_error': 2.209313788894511e-05}
{'sample_size': 500, 'difference': -72, 'noise': 0, 'n': 60, 'shap_error': 0.0011211098715872613}
{'sample_size': 1000, 'difference': -98, 'noise': 0, 'n': 60, 'shap_error': 0.0004962161645558824}
{'sample_size': 2000, 'difference': -76, 'noise': 0, 'n': 60, 'shap_error': 0.00020797135503632436}
{'sample_size': 4000, 'difference': 66, 'noise': 0, 'n': 60, 'shap_error': 7.3026719220758e-05}
{'sample_size': 8000, 'difference': -132, 'noise': 0, 'n': 60, 'shap_error': 4.912311635521085e-05}
{'sample_size': 16000, 'difference': 398, 'noise': 0, 'n': 60, 'shap_error': 2.1678187734580216e-05}
{'sample_size': 500, 'difference': 42, 'noise': 0, 'n': 60, 'shap_error': 0.0001005541328068498}
{'sample_size': 1000, 'difference': -2, 'noise': 0, 'n': 60, 'shap_error': 4.875112501526927e-05}
{'sample_size': 2000, 'difference': -60, 'noise': 0, 'n': 60, 'shap_error': 2.5779696669140035e-05}
{'sample_size': 4000, 'difference': -94, 'noise': 0, 'n': 60, 'shap_error': 1.2317901900770644e-05}
{'sample_size': 8000, 'difference': -50, 'noise': 0, 'n': 60, 'shap_error': 7.847244399621058e-06}
{'sample_size': 16000, 'difference': 134, 'noise': 0, 'n': 60, 'shap_error': 3.7282484765924807e-06}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 60, 'shap_error': 0.00028534330963803436}
{'sample_size': 1000, 'difference': -96, 'noise': 0, 'n': 60, 'shap_error': 0.00015520830529202825}
{'sample_size': 2000, 'difference': 56, 'noise': 0, 'n': 60, 'shap_error': 6.74153347859545e-05}
{'sample_size': 4000, 'difference': 70, 'noise': 0, 'n': 60, 'shap_error': 2.8214792266189558e-05}
{'sample_size': 8000, 'difference': 142, 'noise': 0, 'n': 60, 'shap_error': 6.4988510933238276e-06}
{'sample_size': 16000, 'difference': 428, 'noise': 0, 'n': 60, 'shap_error': 4.345599122778333e-06}
{'sample_size': 500, 'difference': -32, 'noise': 0, 'n': 60, 'shap_error': 0.0006821764685381833}
{'sample_size': 1000, 'difference': -64, 'noise': 0, 'n': 60, 'shap_error': 0.0003513741286030238}
{'sample_size': 2000, 'difference': 52, 'noise': 0, 'n': 60, 'shap_error': 0.00018071547505265517}
{'sample_size': 4000, 'difference': -2, 'noise': 0, 'n': 60, 'shap_error': 8.683658824205373e-05}
{'sample_size': 8000, 'difference': -18, 'noise': 0, 'n': 60, 'shap_error': 3.7217818268081995e-05}
{'sample_size': 16000, 'difference': -164, 'noise': 0, 'n': 60, 'shap_error': 2.2914232323886987e-05}
{'sample_size': 500, 'difference': -82, 'noise': 0, 'n': 60, 'shap_error': 0.0009109720708637918}
{'sample_size': 1000, 'difference': -34, 'noise': 0, 'n': 60, 'shap_error': 0.00023261815960026}
{'sample_size': 2000, 'difference': -38, 'noise': 0, 'n': 60, 'shap_error': 9.352087138586493e-05}
{'sample_size': 4000, 'difference': 58, 'noise': 0, 'n': 60, 'shap_error': 5.936657526898856e-05}
{'sample_size': 8000, 'difference': -168, 'noise': 0, 'n': 60, 'shap_error': 2.3936602383710085e-05}
{'sample_size': 16000, 'difference': 18, 'noise': 0, 'n': 60, 'shap_error': 1.4658605878673171e-05}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 60, 'shap_error': 0.00010772458899874726}
{'sample_size': 1000, 'difference': -72, 'noise': 0, 'n': 60, 'shap_error': 6.537441733526793e-05}
{'sample_size': 2000, 'difference': -68, 'noise': 0, 'n': 60, 'shap_error': 2.716376540724455e-05}
{'sample_size': 4000, 'difference': 60, 'noise': 0, 'n': 60, 'shap_error': 1.201188806701756e-05}
{'sample_size': 8000, 'difference': 96, 'noise': 0, 'n': 60, 'shap_error': 9.41441484830978e-06}
{'sample_size': 16000, 'difference': -38, 'noise': 0, 'n': 60, 'shap_error': 3.303166959052633e-06}
{'sample_size': 500, 'difference': -72, 'noise': 0, 'n': 60, 'shap_error': 0.0006379212945113927}
{'sample_size': 1000, 'difference': -94, 'noise': 0, 'n': 60, 'shap_error': 0.0002139019045842158}
{'sample_size': 2000, 'difference': 44, 'noise': 0, 'n': 60, 'shap_error': 8.610490467068376e-05}
{'sample_size': 4000, 'difference': 128, 'noise': 0, 'n': 60, 'shap_error': 2.8852807933719795e-05}
{'sample_size': 8000, 'difference': 106, 'noise': 0, 'n': 60, 'shap_error': 1.2201670875320224e-05}
{'sample_size': 16000, 'difference': -94, 'noise': 0, 'n': 60, 'shap_error': 6.715511654448234e-06}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 60, 'shap_error': 0.0006127291796023963}
{'sample_size': 1000, 'difference': -96, 'noise': 0, 'n': 60, 'shap_error': 0.0002017183848972385}
{'sample_size': 2000, 'difference': 30, 'noise': 0, 'n': 60, 'shap_error': 0.00010953938741233683}
{'sample_size': 4000, 'difference': 28, 'noise': 0, 'n': 60, 'shap_error': 4.825119040989848e-05}
{'sample_size': 8000, 'difference': 156, 'noise': 0, 'n': 60, 'shap_error': 2.4787442584471267e-05}
{'sample_size': 16000, 'difference': -190, 'noise': 0, 'n': 60, 'shap_error': 1.1161490214713034e-05}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 60, 'shap_error': 0.0007488585281434918}
{'sample_size': 1000, 'difference': -46, 'noise': 0, 'n': 60, 'shap_error': 0.0004507348195933191}
{'sample_size': 2000, 'difference': -46, 'noise': 0, 'n': 60, 'shap_error': 0.00015908587622869588}
{'sample_size': 4000, 'difference': 0, 'noise': 0, 'n': 60, 'shap_error': 5.6457985244539414e-05}
{'sample_size': 8000, 'difference': 230, 'noise': 0, 'n': 60, 'shap_error': 2.177901856291043e-05}
{'sample_size': 16000, 'difference': 158, 'noise': 0, 'n': 60, 'shap_error': 1.5865014935193e-05}
{'sample_size': 500, 'difference': -46, 'noise': 0, 'n': 60, 'shap_error': 0.0006886180107114247}
{'sample_size': 1000, 'difference': -80, 'noise': 0, 'n': 60, 'shap_error': 0.0003404458774219318}
{'sample_size': 2000, 'difference': -88, 'noise': 0, 'n': 60, 'shap_error': 0.00011810955430865985}
{'sample_size': 4000, 'difference': 198, 'noise': 0, 'n': 60, 'shap_error': 5.8380034668040235e-05}
{'sample_size': 8000, 'difference': -258, 'noise': 0, 'n': 60, 'shap_error': 2.709024993806312e-05}
{'sample_size': 16000, 'difference': -128, 'noise': 0, 'n': 60, 'shap_error': 1.3148753173354256e-05}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 60, 'shap_error': 0.0009080568002190011}
{'sample_size': 1000, 'difference': -128, 'noise': 0, 'n': 60, 'shap_error': 0.0004830274858224352}
{'sample_size': 2000, 'difference': 174, 'noise': 0, 'n': 60, 'shap_error': 0.00021630787577602218}
{'sample_size': 4000, 'difference': -12, 'noise': 0, 'n': 60, 'shap_error': 0.00011184469970645506}
{'sample_size': 8000, 'difference': 142, 'noise': 0, 'n': 60, 'shap_error': 5.731982940520408e-05}
{'sample_size': 16000, 'difference': 162, 'noise': 0, 'n': 60, 'shap_error': 2.739328752399326e-05}
{'sample_size': 500, 'difference': -38, 'noise': 0, 'n': 60, 'shap_error': 6.335783642479227e-05}
{'sample_size': 1000, 'difference': -26, 'noise': 0, 'n': 60, 'shap_error': 2.9091621817524232e-05}
{'sample_size': 2000, 'difference': 82, 'noise': 0, 'n': 60, 'shap_error': 1.6798674231281053e-05}
{'sample_size': 4000, 'difference': 48, 'noise': 0, 'n': 60, 'shap_error': 6.019469375794477e-06}
{'sample_size': 8000, 'difference': 100, 'noise': 0, 'n': 60, 'shap_error': 1.8496649188826658e-06}
{'sample_size': 16000, 'difference': -114, 'noise': 0, 'n': 60, 'shap_error': 1.6962053375136934e-06}
{'sample_size': 500, 'difference': -26, 'noise': 0, 'n': 60, 'shap_error': 0.0009639784047545247}
{'sample_size': 1000, 'difference': -60, 'noise': 0, 'n': 60, 'shap_error': 0.00034684164176131425}
{'sample_size': 2000, 'difference': -28, 'noise': 0, 'n': 60, 'shap_error': 0.0001263490846985634}
{'sample_size': 4000, 'difference': -30, 'noise': 0, 'n': 60, 'shap_error': 6.97819217383186e-05}
{'sample_size': 8000, 'difference': 24, 'noise': 0, 'n': 60, 'shap_error': 3.53207581704113e-05}
{'sample_size': 16000, 'difference': -86, 'noise': 0, 'n': 60, 'shap_error': 1.80358895801555e-05}
{'sample_size': 500, 'difference': -42, 'noise': 0, 'n': 60, 'shap_error': 0.0007335300855899511}
{'sample_size': 1000, 'difference': -98, 'noise': 0, 'n': 60, 'shap_error': 0.00032358925610079145}
{'sample_size': 2000, 'difference': -26, 'noise': 0, 'n': 60, 'shap_error': 0.00022903204782190895}
{'sample_size': 4000, 'difference': -132, 'noise': 0, 'n': 60, 'shap_error': 8.149687543021297e-05}
{'sample_size': 8000, 'difference': 48, 'noise': 0, 'n': 60, 'shap_error': 2.8070311334906014e-05}
{'sample_size': 16000, 'difference': 238, 'noise': 0, 'n': 60, 'shap_error': 1.7896209720589324e-05}
{'sample_size': 500, 'difference': -32, 'noise': 0, 'n': 60, 'shap_error': 0.0013480147010682985}
{'sample_size': 1000, 'difference': -56, 'noise': 0, 'n': 60, 'shap_error': 0.0009032765399837125}
{'sample_size': 2000, 'difference': 80, 'noise': 0, 'n': 60, 'shap_error': 0.00024036365126688274}
{'sample_size': 4000, 'difference': 126, 'noise': 0, 'n': 60, 'shap_error': 0.00014676235527563214}
{'sample_size': 8000, 'difference': 2, 'noise': 0, 'n': 60, 'shap_error': 4.26938805495983e-05}
{'sample_size': 16000, 'difference': -30, 'noise': 0, 'n': 60, 'shap_error': 2.8784802019919706e-05}
{'sample_size': 500, 'difference': -70, 'noise': 0, 'n': 60, 'shap_error': 0.001753918122811091}
{'sample_size': 1000, 'difference': -92, 'noise': 0, 'n': 60, 'shap_error': 0.0005640188473401553}
{'sample_size': 2000, 'difference': -26, 'noise': 0, 'n': 60, 'shap_error': 0.0002278373446750219}
{'sample_size': 4000, 'difference': 12, 'noise': 0, 'n': 60, 'shap_error': 0.00013104038711907808}
{'sample_size': 8000, 'difference': 54, 'noise': 0, 'n': 60, 'shap_error': 8.059732517657088e-05}
{'sample_size': 16000, 'difference': 26, 'noise': 0, 'n': 60, 'shap_error': 2.850615231325828e-05}
{'sample_size': 500, 'difference': -28, 'noise': 0, 'n': 60, 'shap_error': 0.00030424518148294046}
{'sample_size': 1000, 'difference': -32, 'noise': 0, 'n': 60, 'shap_error': 0.00019620205620869346}
{'sample_size': 2000, 'difference': -2, 'noise': 0, 'n': 60, 'shap_error': 7.692426636870049e-05}
{'sample_size': 4000, 'difference': 70, 'noise': 0, 'n': 60, 'shap_error': 3.4154765753743975e-05}
{'sample_size': 8000, 'difference': -242, 'noise': 0, 'n': 60, 'shap_error': 1.3983451811390426e-05}
{'sample_size': 16000, 'difference': -242, 'noise': 0, 'n': 60, 'shap_error': 5.895162478249726e-06}
{'sample_size': 500, 'difference': -26, 'noise': 0, 'n': 60, 'shap_error': 0.00041034310559777957}
{'sample_size': 1000, 'difference': 22, 'noise': 0, 'n': 60, 'shap_error': 0.0002512611492142188}
{'sample_size': 2000, 'difference': 8, 'noise': 0, 'n': 60, 'shap_error': 6.253156656980866e-05}
{'sample_size': 4000, 'difference': 38, 'noise': 0, 'n': 60, 'shap_error': 3.925796365509098e-05}
{'sample_size': 8000, 'difference': -24, 'noise': 0, 'n': 60, 'shap_error': 2.4789152940106478e-05}
{'sample_size': 16000, 'difference': -186, 'noise': 0, 'n': 60, 'shap_error': 9.934619845623019e-06}
{'sample_size': 500, 'difference': -68, 'noise': 0, 'n': 60, 'shap_error': 0.0006427239386848271}
{'sample_size': 1000, 'difference': -54, 'noise': 0, 'n': 60, 'shap_error': 0.00015160833857284152}
{'sample_size': 2000, 'difference': -82, 'noise': 0, 'n': 60, 'shap_error': 7.878581497058043e-05}
{'sample_size': 4000, 'difference': -4, 'noise': 0, 'n': 60, 'shap_error': 4.523880522441215e-05}
{'sample_size': 8000, 'difference': -12, 'noise': 0, 'n': 60, 'shap_error': 2.5639171474229692e-05}
{'sample_size': 16000, 'difference': 14, 'noise': 0, 'n': 60, 'shap_error': 1.1290968802961293e-05}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 60, 'shap_error': 2.7235947480572697e-05}
{'sample_size': 1000, 'difference': -32, 'noise': 0, 'n': 60, 'shap_error': 1.2897212945394898e-05}
{'sample_size': 2000, 'difference': -28, 'noise': 0, 'n': 60, 'shap_error': 6.275407563201492e-06}
{'sample_size': 4000, 'difference': 54, 'noise': 0, 'n': 60, 'shap_error': 1.9859051853948524e-06}
{'sample_size': 8000, 'difference': -82, 'noise': 0, 'n': 60, 'shap_error': 1.5662536026111417e-06}
{'sample_size': 16000, 'difference': -96, 'noise': 0, 'n': 60, 'shap_error': 9.072403166250972e-07}
{'sample_size': 500, 'difference': -52, 'noise': 0, 'n': 60, 'shap_error': 0.0013327163784015781}
{'sample_size': 1000, 'difference': 26, 'noise': 0, 'n': 60, 'shap_error': 0.00021701753239063457}
{'sample_size': 2000, 'difference': -100, 'noise': 0, 'n': 60, 'shap_error': 0.00014331723905869123}
{'sample_size': 4000, 'difference': 68, 'noise': 0, 'n': 60, 'shap_error': 7.573905837665075e-05}
{'sample_size': 8000, 'difference': 60, 'noise': 0, 'n': 60, 'shap_error': 3.0203263830060543e-05}
{'sample_size': 16000, 'difference': -20, 'noise': 0, 'n': 60, 'shap_error': 1.895432373439693e-05}
{'sample_size': 500, 'difference': -48, 'noise': 0, 'n': 60, 'shap_error': 0.00010770344139809454}
{'sample_size': 1000, 'difference': -114, 'noise': 0, 'n': 60, 'shap_error': 6.299968523571722e-05}
{'sample_size': 2000, 'difference': -64, 'noise': 0, 'n': 60, 'shap_error': 2.7710915404713166e-05}
{'sample_size': 4000, 'difference': -30, 'noise': 0, 'n': 60, 'shap_error': 1.3871769205489936e-05}
{'sample_size': 8000, 'difference': 112, 'noise': 0, 'n': 60, 'shap_error': 5.82610505005499e-06}
{'sample_size': 16000, 'difference': 192, 'noise': 0, 'n': 60, 'shap_error': 3.6021338113639727e-06}
{'sample_size': 500, 'difference': -78, 'noise': 0, 'n': 60, 'shap_error': 0.0017350015379021745}
{'sample_size': 1000, 'difference': -112, 'noise': 0, 'n': 60, 'shap_error': 0.0010010069318802496}
{'sample_size': 2000, 'difference': -60, 'noise': 0, 'n': 60, 'shap_error': 0.00032176345161707726}
{'sample_size': 4000, 'difference': 10, 'noise': 0, 'n': 60, 'shap_error': 0.00014402647845450505}
{'sample_size': 8000, 'difference': -112, 'noise': 0, 'n': 60, 'shap_error': 5.3203766155342e-05}
{'sample_size': 16000, 'difference': 140, 'noise': 0, 'n': 60, 'shap_error': 3.854844869094844e-05}
{'sample_size': 500, 'difference': -48, 'noise': 0, 'n': 60, 'shap_error': 0.0004309342232818937}
{'sample_size': 1000, 'difference': 8, 'noise': 0, 'n': 60, 'shap_error': 0.0002846186624356287}
{'sample_size': 2000, 'difference': -38, 'noise': 0, 'n': 60, 'shap_error': 0.00012406715463779297}
{'sample_size': 4000, 'difference': 20, 'noise': 0, 'n': 60, 'shap_error': 6.624207031625051e-05}
{'sample_size': 8000, 'difference': -164, 'noise': 0, 'n': 60, 'shap_error': 2.8971365840423515e-05}
{'sample_size': 16000, 'difference': 200, 'noise': 0, 'n': 60, 'shap_error': 1.9942857199087668e-05}
{'sample_size': 500, 'difference': -18, 'noise': 0, 'n': 60, 'shap_error': 0.0016290546027768536}
{'sample_size': 1000, 'difference': -144, 'noise': 0, 'n': 60, 'shap_error': 0.0005207277696112749}
{'sample_size': 2000, 'difference': 138, 'noise': 0, 'n': 60, 'shap_error': 0.00021689235972218978}
{'sample_size': 4000, 'difference': 80, 'noise': 0, 'n': 60, 'shap_error': 8.768947794101014e-05}
{'sample_size': 8000, 'difference': -222, 'noise': 0, 'n': 60, 'shap_error': 4.854822539488039e-05}
{'sample_size': 16000, 'difference': 162, 'noise': 0, 'n': 60, 'shap_error': 2.1880470399071167e-05}
{'sample_size': 500, 'difference': -66, 'noise': 0, 'n': 60, 'shap_error': 0.0014651909976973639}
{'sample_size': 1000, 'difference': -168, 'noise': 0, 'n': 60, 'shap_error': 0.0008151817106104903}
{'sample_size': 2000, 'difference': 36, 'noise': 0, 'n': 60, 'shap_error': 0.00017399407500754972}
{'sample_size': 4000, 'difference': -74, 'noise': 0, 'n': 60, 'shap_error': 9.300834770905987e-05}
{'sample_size': 8000, 'difference': 286, 'noise': 0, 'n': 60, 'shap_error': 4.0519060178685856e-05}
{'sample_size': 16000, 'difference': 138, 'noise': 0, 'n': 60, 'shap_error': 1.8954890076205474e-05}
{'sample_size': 500, 'difference': -18, 'noise': 0, 'n': 60, 'shap_error': 0.000588856196242265}
{'sample_size': 1000, 'difference': -84, 'noise': 0, 'n': 60, 'shap_error': 0.00029105190881395586}
{'sample_size': 2000, 'difference': 66, 'noise': 0, 'n': 60, 'shap_error': 0.0001115949498059324}
{'sample_size': 4000, 'difference': 112, 'noise': 0, 'n': 60, 'shap_error': 5.8857511588497885e-05}
{'sample_size': 8000, 'difference': -330, 'noise': 0, 'n': 60, 'shap_error': 3.287167732901757e-05}
{'sample_size': 16000, 'difference': -62, 'noise': 0, 'n': 60, 'shap_error': 1.592973508293029e-05}
{'sample_size': 500, 'difference': -40, 'noise': 0, 'n': 60, 'shap_error': 0.0004897164916673231}
{'sample_size': 1000, 'difference': -106, 'noise': 0, 'n': 60, 'shap_error': 0.00017091522118425787}
{'sample_size': 2000, 'difference': -36, 'noise': 0, 'n': 60, 'shap_error': 8.871699596971296e-05}
{'sample_size': 4000, 'difference': 48, 'noise': 0, 'n': 60, 'shap_error': 2.8643159107953754e-05}
{'sample_size': 8000, 'difference': -202, 'noise': 0, 'n': 60, 'shap_error': 1.927575918738236e-05}
{'sample_size': 16000, 'difference': 688, 'noise': 0, 'n': 60, 'shap_error': 9.627307284025088e-06}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 60, 'shap_error': 0.0006188963283294951}
{'sample_size': 1000, 'difference': -106, 'noise': 0, 'n': 60, 'shap_error': 0.0002698693023025767}
{'sample_size': 2000, 'difference': 38, 'noise': 0, 'n': 60, 'shap_error': 0.00011746626156316428}
{'sample_size': 4000, 'difference': 20, 'noise': 0, 'n': 60, 'shap_error': 4.561704546745741e-05}
{'sample_size': 8000, 'difference': 4, 'noise': 0, 'n': 60, 'shap_error': 2.628480872767876e-05}
{'sample_size': 16000, 'difference': 110, 'noise': 0, 'n': 60, 'shap_error': 1.5427457015578315e-05}
{'sample_size': 500, 'difference': -20, 'noise': 0, 'n': 60, 'shap_error': 0.0008914074214316751}
{'sample_size': 1000, 'difference': -52, 'noise': 0, 'n': 60, 'shap_error': 0.0005660078824339907}
{'sample_size': 2000, 'difference': 112, 'noise': 0, 'n': 60, 'shap_error': 0.00015691287304169394}
{'sample_size': 4000, 'difference': -56, 'noise': 0, 'n': 60, 'shap_error': 0.00010250767942101412}
{'sample_size': 8000, 'difference': 328, 'noise': 0, 'n': 60, 'shap_error': 5.4184247258021425e-05}
{'sample_size': 16000, 'difference': -96, 'noise': 0, 'n': 60, 'shap_error': 2.950701237115828e-05}
{'sample_size': 500, 'difference': 26, 'noise': 0, 'n': 60, 'shap_error': 0.0001568301649821051}
{'sample_size': 1000, 'difference': -46, 'noise': 0, 'n': 60, 'shap_error': 8.187539875703087e-05}
{'sample_size': 2000, 'difference': -2, 'noise': 0, 'n': 60, 'shap_error': 3.086430281366498e-05}
{'sample_size': 4000, 'difference': 112, 'noise': 0, 'n': 60, 'shap_error': 1.955223324472982e-05}
{'sample_size': 8000, 'difference': -138, 'noise': 0, 'n': 60, 'shap_error': 1.0652134734600862e-05}
{'sample_size': 16000, 'difference': 26, 'noise': 0, 'n': 60, 'shap_error': 3.1245092076896897e-06}
{'sample_size': 500, 'difference': -74, 'noise': 0, 'n': 60, 'shap_error': 0.0003930720921850156}
{'sample_size': 1000, 'difference': -36, 'noise': 0, 'n': 60, 'shap_error': 0.00011212612800173495}
{'sample_size': 2000, 'difference': -74, 'noise': 0, 'n': 60, 'shap_error': 8.052243004896348e-05}
{'sample_size': 4000, 'difference': 6, 'noise': 0, 'n': 60, 'shap_error': 2.721589107761664e-05}
{'sample_size': 8000, 'difference': -52, 'noise': 0, 'n': 60, 'shap_error': 1.4973393712961225e-05}
{'sample_size': 16000, 'difference': 38, 'noise': 0, 'n': 60, 'shap_error': 5.197823116328621e-06}
{'sample_size': 500, 'difference': -50, 'noise': 0, 'n': 60, 'shap_error': 0.0005999684773874383}
{'sample_size': 1000, 'difference': -66, 'noise': 0, 'n': 60, 'shap_error': 0.0002025572044707247}
{'sample_size': 2000, 'difference': 110, 'noise': 0, 'n': 60, 'shap_error': 0.00012052090173777092}
{'sample_size': 4000, 'difference': 10, 'noise': 0, 'n': 60, 'shap_error': 6.469119519805224e-05}
{'sample_size': 8000, 'difference': 72, 'noise': 0, 'n': 60, 'shap_error': 2.6279000859528577e-05}
{'sample_size': 16000, 'difference': 126, 'noise': 0, 'n': 60, 'shap_error': 1.210629267754012e-05}
{'sample_size': 500, 'difference': -64, 'noise': 0, 'n': 60, 'shap_error': 0.00041842835009291515}
{'sample_size': 1000, 'difference': -80, 'noise': 0, 'n': 60, 'shap_error': 0.00022934740605656259}
{'sample_size': 2000, 'difference': 114, 'noise': 0, 'n': 60, 'shap_error': 6.680010680945495e-05}
{'sample_size': 4000, 'difference': -48, 'noise': 0, 'n': 60, 'shap_error': 3.784225336819187e-05}
{'sample_size': 8000, 'difference': 94, 'noise': 0, 'n': 60, 'shap_error': 1.7181948840618076e-05}
{'sample_size': 16000, 'difference': -168, 'noise': 0, 'n': 60, 'shap_error': 1.1916379321020389e-05}
{'sample_size': 500, 'difference': -36, 'noise': 0, 'n': 60, 'shap_error': 0.001166369028802654}
{'sample_size': 1000, 'difference': -74, 'noise': 0, 'n': 60, 'shap_error': 0.0005513904018652198}
{'sample_size': 2000, 'difference': 50, 'noise': 0, 'n': 60, 'shap_error': 0.0001784961314494389}
{'sample_size': 4000, 'difference': 90, 'noise': 0, 'n': 60, 'shap_error': 7.79526706330362e-05}
{'sample_size': 8000, 'difference': -56, 'noise': 0, 'n': 60, 'shap_error': 4.466981177884748e-05}
{'sample_size': 16000, 'difference': -166, 'noise': 0, 'n': 60, 'shap_error': 3.1385481120681705e-05}
{'sample_size': 500, 'difference': -82, 'noise': 0, 'n': 60, 'shap_error': 0.0015660581403292083}
{'sample_size': 1000, 'difference': -94, 'noise': 0, 'n': 60, 'shap_error': 0.0007589423363511205}
{'sample_size': 2000, 'difference': -20, 'noise': 0, 'n': 60, 'shap_error': 0.0002899339613102288}
{'sample_size': 4000, 'difference': -4, 'noise': 0, 'n': 60, 'shap_error': 0.00014652769818925148}
{'sample_size': 8000, 'difference': 76, 'noise': 0, 'n': 60, 'shap_error': 4.5146203844911136e-05}
{'sample_size': 16000, 'difference': 86, 'noise': 0, 'n': 60, 'shap_error': 2.619217936752158e-05}
{'sample_size': 500, 'difference': -48, 'noise': 0, 'n': 60, 'shap_error': 0.0004447542444485265}
{'sample_size': 1000, 'difference': -84, 'noise': 0, 'n': 60, 'shap_error': 0.00017997512807573515}
{'sample_size': 2000, 'difference': -112, 'noise': 0, 'n': 60, 'shap_error': 6.753855409019461e-05}
{'sample_size': 4000, 'difference': -26, 'noise': 0, 'n': 60, 'shap_error': 3.694042757313475e-05}
{'sample_size': 8000, 'difference': -6, 'noise': 0, 'n': 60, 'shap_error': 1.8930100540841576e-05}
{'sample_size': 16000, 'difference': 262, 'noise': 0, 'n': 60, 'shap_error': 9.056300703023103e-06}
{'sample_size': 500, 'difference': -20, 'noise': 0, 'n': 60, 'shap_error': 0.0015565383264400383}
{'sample_size': 1000, 'difference': -60, 'noise': 0, 'n': 60, 'shap_error': 0.00040792434340563796}
{'sample_size': 2000, 'difference': 34, 'noise': 0, 'n': 60, 'shap_error': 0.0002588275202946625}
{'sample_size': 4000, 'difference': 194, 'noise': 0, 'n': 60, 'shap_error': 9.1277397545355e-05}
{'sample_size': 8000, 'difference': 66, 'noise': 0, 'n': 60, 'shap_error': 6.847725418980992e-05}
{'sample_size': 16000, 'difference': 170, 'noise': 0, 'n': 60, 'shap_error': 2.934303132792481e-05}
{'sample_size': 500, 'difference': -86, 'noise': 0, 'n': 60, 'shap_error': 6.0236556793023516e-05}
{'sample_size': 1000, 'difference': -4, 'noise': 0, 'n': 60, 'shap_error': 3.180026553800878e-05}
{'sample_size': 2000, 'difference': 10, 'noise': 0, 'n': 60, 'shap_error': 1.0098052996779403e-05}
{'sample_size': 4000, 'difference': 46, 'noise': 0, 'n': 60, 'shap_error': 4.743481689398684e-06}
{'sample_size': 8000, 'difference': 62, 'noise': 0, 'n': 60, 'shap_error': 2.883055731216667e-06}
{'sample_size': 16000, 'difference': 38, 'noise': 0, 'n': 60, 'shap_error': 1.1486247343075848e-06}
{'sample_size': 500, 'difference': -22, 'noise': 0, 'n': 60, 'shap_error': 0.00034314995129313905}
{'sample_size': 1000, 'difference': -84, 'noise': 0, 'n': 60, 'shap_error': 0.0001666038222203477}
