{'sample_size': 1000, 'difference': -28, 'noise': 0.005, 'n': 60, 'shap_error': 0.0003823398024416877}
{'sample_size': 1000, 'difference': -106, 'noise': 0.01, 'n': 60, 'shap_error': 0.0003259853156693058}
{'sample_size': 1000, 'difference': -164, 'noise': 0.05, 'n': 60, 'shap_error': 0.00036874732427363165}
{'sample_size': 1000, 'difference': -96, 'noise': 0.1, 'n': 60, 'shap_error': 0.0004056177017911606}
{'sample_size': 1000, 'difference': 28, 'noise': 0.5, 'n': 60, 'shap_error': 0.0033382291837304153}
{'sample_size': 1000, 'difference': -24, 'noise': 1, 'n': 60, 'shap_error': 0.01704757927077344}
{'sample_size': 1000, 'difference': -58, 'noise': 0, 'n': 60, 'shap_error': 1.0970278920169042e-05}
{'sample_size': 1000, 'difference': -112, 'noise': 0.0005, 'n': 60, 'shap_error': 1.1886484877865184e-05}
{'sample_size': 1000, 'difference': -48, 'noise': 0.001, 'n': 60, 'shap_error': 8.204613012068192e-06}
{'sample_size': 1000, 'difference': -22, 'noise': 0.005, 'n': 60, 'shap_error': 6.690254010171984e-06}
{'sample_size': 1000, 'difference': -98, 'noise': 0.01, 'n': 60, 'shap_error': 9.814744666120433e-06}
{'sample_size': 1000, 'difference': -114, 'noise': 0.05, 'n': 60, 'shap_error': 4.7107814327302314e-05}
{'sample_size': 1000, 'difference': -118, 'noise': 0.1, 'n': 60, 'shap_error': 0.0001331120656534742}
{'sample_size': 1000, 'difference': -96, 'noise': 0.5, 'n': 60, 'shap_error': 0.002814155030725317}
{'sample_size': 1000, 'difference': -110, 'noise': 1, 'n': 60, 'shap_error': 0.01260086561462041}
{'sample_size': 1000, 'difference': -88, 'noise': 0, 'n': 60, 'shap_error': 0.00017504853845521097}
{'sample_size': 1000, 'difference': -62, 'noise': 0.0005, 'n': 60, 'shap_error': 0.00021880366432378866}
{'sample_size': 1000, 'difference': -22, 'noise': 0.001, 'n': 60, 'shap_error': 0.00014211831463938515}
{'sample_size': 1000, 'difference': -82, 'noise': 0.005, 'n': 60, 'shap_error': 0.00017533161399205986}
{'sample_size': 1000, 'difference': -102, 'noise': 0.01, 'n': 60, 'shap_error': 0.00015209332555960877}
{'sample_size': 1000, 'difference': 32, 'noise': 0.05, 'n': 60, 'shap_error': 0.00015172069989719862}
{'sample_size': 1000, 'difference': -110, 'noise': 0.1, 'n': 60, 'shap_error': 0.00034378999887737496}
{'sample_size': 1000, 'difference': -138, 'noise': 0.5, 'n': 60, 'shap_error': 0.0038918967413292954}
{'sample_size': 1000, 'difference': -104, 'noise': 1, 'n': 60, 'shap_error': 0.01898707694064765}
{'sample_size': 1000, 'difference': -110, 'noise': 0, 'n': 60, 'shap_error': 5.2362404174481675e-05}
{'sample_size': 1000, 'difference': -98, 'noise': 0.0005, 'n': 60, 'shap_error': 6.443283819867106e-05}
{'sample_size': 1000, 'difference': -42, 'noise': 0.001, 'n': 60, 'shap_error': 4.7924223524780076e-05}
{'sample_size': 1000, 'difference': -64, 'noise': 0.005, 'n': 60, 'shap_error': 5.756540356615864e-05}
{'sample_size': 1000, 'difference': -108, 'noise': 0.01, 'n': 60, 'shap_error': 5.281040779633073e-05}
{'sample_size': 1000, 'difference': -58, 'noise': 0.05, 'n': 60, 'shap_error': 0.0001139694592841064}
{'sample_size': 1000, 'difference': -36, 'noise': 0.1, 'n': 60, 'shap_error': 0.00018486440816370943}
{'sample_size': 1000, 'difference': -98, 'noise': 0.5, 'n': 60, 'shap_error': 0.004991855980928764}
{'sample_size': 1000, 'difference': -60, 'noise': 1, 'n': 60, 'shap_error': 0.01942783182106277}
{'sample_size': 500, 'difference': -32, 'noise': 0, 'n': 60, 'shap_error': 0.0003735254136257521}
{'sample_size': 1000, 'difference': -48, 'noise': 0, 'n': 60, 'shap_error': 0.00017380576825670342}
{'sample_size': 2000, 'difference': -52, 'noise': 0, 'n': 60, 'shap_error': 6.317062708946637e-05}
{'sample_size': 4000, 'difference': -182, 'noise': 0, 'n': 60, 'shap_error': 3.0604743184693115e-05}
{'sample_size': 8000, 'difference': -20, 'noise': 0, 'n': 60, 'shap_error': 1.1288702258720858e-05}
{'sample_size': 16000, 'difference': 44, 'noise': 0, 'n': 60, 'shap_error': 5.7813830080871635e-06}
{'sample_size': 500, 'difference': -76, 'noise': 0, 'n': 60, 'shap_error': 0.0011886020597234937}
{'sample_size': 1000, 'difference': -58, 'noise': 0, 'n': 60, 'shap_error': 0.0005756990991180045}
{'sample_size': 2000, 'difference': -64, 'noise': 0, 'n': 60, 'shap_error': 0.0002652110944968838}
{'sample_size': 4000, 'difference': -112, 'noise': 0, 'n': 60, 'shap_error': 0.00015075116718948854}
{'sample_size': 8000, 'difference': -172, 'noise': 0, 'n': 60, 'shap_error': 5.961715820497373e-05}
{'sample_size': 16000, 'difference': -58, 'noise': 0, 'n': 60, 'shap_error': 3.382756909183863e-05}
{'sample_size': 500, 'difference': -94, 'noise': 0, 'n': 60, 'shap_error': 0.001744590498814073}
{'sample_size': 1000, 'difference': -14, 'noise': 0, 'n': 60, 'shap_error': 0.0003275230945100757}
{'sample_size': 2000, 'difference': 78, 'noise': 0, 'n': 60, 'shap_error': 0.00017429558577503645}
{'sample_size': 4000, 'difference': -146, 'noise': 0, 'n': 60, 'shap_error': 7.645307396595338e-05}
{'sample_size': 8000, 'difference': 52, 'noise': 0, 'n': 60, 'shap_error': 3.930954332332299e-05}
{'sample_size': 16000, 'difference': -150, 'noise': 0, 'n': 60, 'shap_error': 2.2638487525114502e-05}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 60, 'shap_error': 0.00044796542839347275}
{'sample_size': 1000, 'difference': -100, 'noise': 0, 'n': 60, 'shap_error': 9.716222626302049e-05}
{'sample_size': 2000, 'difference': -52, 'noise': 0, 'n': 60, 'shap_error': 4.1170470995892055e-05}
{'sample_size': 4000, 'difference': 176, 'noise': 0, 'n': 60, 'shap_error': 1.9422212904685077e-05}
{'sample_size': 8000, 'difference': 20, 'noise': 0, 'n': 60, 'shap_error': 9.223492736346324e-06}
